id,json_id,name1,latitude,longitude,address,city,county,state,zip,active,grade_updated,dry_grade,wet_grade,annual_summer_dry,annual_year_wet,annual_winter_dry,annual_year,grade_created
375,83,Rincon Beach,34.373398,-119.476088,,Carpinteria,Ventura,CA,93013,"",2008-09-08,C,ns,"","","","",2008-09-08
376,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2008-09-02,A,ns,"","","","",2008-09-02
377,56,Portuguese Bend Cove,33.735574,-118.35948,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2008-09-02,A+,ns,"","","","",2008-09-02
378,55,Abalone Cove,33.741585,-118.379189,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2008-09-02,A+,ns,"","","","",2008-09-02
379,43,El Porto Beach,33.901799,-118.422003,"",Manhattan Beach,Los Angeles -- Redondo,CA,90266,"",2008-09-09,A+,ns,"","","","",2008-09-09
380,28,Venice City Beach,33.988974,-118.478767,,Venice,Los Angeles,CA,90291,"",2008-09-08,A+,ns,"","","","",2008-09-08
381,32,Marina del Rey Harbor,33.980758,-118.457791,"",Marina Del Rey,Los Angeles -- LA City,CA,90292,"",2008-09-09,A,ns,"","","","",2008-09-09
382,16,Will Rogers State Beach,34.038321,-118.545208,,Pacific Palisade,Los Angeles,CA,90272,"",2008-09-08,A+,ns,"","","","",2008-09-08
383,5,Paradise Cove Pier,34.020244,-118.786556,,Malibu,Los Angeles,CA,90265,"",2008-09-08,A+,ns,"","","","",2008-09-08
384,6,Latigo Canyon Creek,34.028706,-118.753503,,Malibu,Los Angeles,CA,90265,"",2008-09-08,A,ns,"","","","",2008-09-08
385,537,Luffenholtz Beach,41.04197,-124.120654,,Westhaven,Humboldt,CA,95570,"",2008-09-16,A+,ns,"","","","",2008-09-16
386,578,Mad River Mouth,40.953353,-124.12959,,Mc Kinleyville,Humboldt,CA,95521,"",2008-09-16,A+,ns,"","","","",2008-09-16
387,624,Caspar Beach,39.361952,-123.817857,,Caspar,Mendocino,CA,95420,"",2008-09-16,A+,ns,"","","","",2008-09-16
388,266,Camp Pendleton,33.21835,-117.40617,,Oceanside,San Diego,CA,92054,"",2008-05-10,A+,ns,"","","","",2008-05-10
389,274,Oceanside,33.177134,-117.370474,"",Oceanside,San Diego -- Oceanside,CA,92054,"",2008-05-10,A+,ns,"","","","",2008-05-10
390,388,Cayucos State Beach,35.448727,-120.907047,,Cayucos,San Luis Obispo,CA,93430,"",2008-04-28,A+,ns,"","","","",2008-04-28
391,394,Avila Beach,35.178392,-120.736801,,Avila Beach,San Luis Obispo,CA,93424,"",2008-04-28,A+,ns,"","","","",2008-04-28
392,391,Cayucos State Beach,35.447994,-120.905312,,Cayucos,San Luis Obispo,CA,93430,"",2008-04-28,A+,ns,"","","","",2008-04-28
393,393,Morro Bay City Beach,35.37163056,-120.8659944,,Morro Bay,San Luis Obispo,CA,93442,"",2008-04-28,A+,ns,"","","","",2008-04-28
394,401,Pismo Beach,35.10038333,-120.6317194,,Oceano,San Luis Obispo,CA,93445,"",2008-04-28,A+,ns,"","","","",2008-04-28
395,400,Pismo Beach,35.10538611,-120.6325944,,Oceano,San Luis Obispo,CA,93445,"",2008-04-28,A+,ns,"","","","",2008-04-28
396,451,Palm/Pajaro Dunes Beach,36.851804,-121.811799,,La Selva Beach,Santa Cruz,CA,95076,"",2008-05-13,A+,ns,"","","","",2008-05-13
397,455,Lover's Point Park,36.624874,-121.9163,,Pacific Grove,Monterey,CA,93950,"",2008-05-13,A+,ns,"","","","",2008-05-13
398,456,Asilomar State Beach,36.627021,-121.938322,,Pacific Grove,Monterey,CA,93950,"",2008-05-13,A+,ns,"","","","",2008-05-13
399,5,Paradise Cove Pier,34.020244,-118.786556,,Malibu,Los Angeles,CA,90265,"",2008-05-13,D,ns,"","","","",2008-05-13
400,43,El Porto Beach,33.901799,-118.422003,"",Manhattan Beach,Los Angeles -- Redondo,CA,90266,"",2008-05-13,A+,ns,"","","","",2008-05-13
401,21,Santa Monica Beach,34.019625,-118.510699,,Santa Monica,Los Angeles,CA,90402,"",2008-05-13,A+,ns,"","","","",2008-05-13
402,11,Surfrider Beach,34.037138,-118.675995,,Malibu,Los Angeles,CA,90265,"",2008-05-13,A+,ns,"","","","",2008-05-13
403,38,Dockweiler State Beach,33.956461,-118.451844,"",Playa Del Rey,Los Angeles -- LA City,CA,90293,"",2008-05-13,A,ns,"","","","",2008-05-13
404,17,Will Rogers State Beach,34.037545,-118.542837,"",Los Angeles,Los Angeles -- LA City,CA,90272,"",2008-05-13,A+,ns,"","","","",2008-05-13
405,585,Avila Beach,35.1770889,-120.7495167,,Shell Beach,San Luis Obispo,CA,93449,"",2008-04-28,A+,ns,"","","","",2008-04-28
406,52,Malaga Cove,33.803421,-118.396134,"",Palos Verdes Est,Los Angeles -- LA Sanitation,CA,90274,"",2008-05-13,A+,ns,"","","","",2008-05-13
407,53,Bluff Cove,33.792902,-118.407004,"",Palos Verdes Est,Los Angeles -- LA Sanitation,CA,90274,"",2008-05-13,A+,ns,"","","","",2008-05-13
408,110,Oxnard Beach,34.197725,-119.249292,,Oxnard,Ventura,CA,93035,"",2008-05-13,A+,ns,"","","","",2008-05-13
409,108,McGrath State Beach,34.218764,-119.260305,,Oxnard,Ventura,CA,93035,"",2008-05-13,A+,ns,"","","","",2008-05-13
410,115,Hollywood Beach,34.168523,-119.233244,,Oxnard,Ventura,CA,93035,"",2008-05-13,A+,ns,"","","","",2008-05-13
411,117,C.I.Harbor-Hobie Beach,34.160875,-119.222029,,Port Hueneme Cbc,Ventura,CA,93043,"",2008-05-13,A+,ns,"","","","",2008-05-13
412,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2001-08-13,A+,ns,"","","","",2001-08-13
413,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2001-09-17,A+,ns,"","","","",2001-09-17
414,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2001-11-28,B,F,"","","","",2001-11-28
415,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2001-11-05,A+,ns,"","","","",2001-11-05
416,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2001-12-10,B,C,"","","","",2001-12-10
417,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2001-12-17,A+,A,"","","","",2001-12-17
418,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2002-01-02,A+,A,"","","","",2002-01-02
419,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2002-04-09,A,A+,"","","","",2002-04-09
420,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2002-06-03,A+,ns,"","","","",2002-06-03
421,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2002-07-22,A+,ns,"","","","",2002-07-22
422,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2002-08-19,A+,ns,"","","","",2002-08-19
423,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2002-12-04,A+,ns,"","","","",2002-12-04
424,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2003-01-13,F,C,"","","","",2003-01-13
425,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2003-02-10,B,ns,"","","","",2003-02-10
426,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2003-02-25,A+,A,"","","","",2003-02-25
427,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2003-03-03,A+,A,"","","","",2003-03-03
428,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2003-04-07,A+,A+,"","","","",2003-04-07
429,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2003-05-27,A+,A+,"","","","",2003-05-27
430,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2003-07-28,A+,ns,"","","","",2003-07-28
431,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2003-09-01,A+,ns,"","","","",2003-09-01
432,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2003-08-25,A+,ns,"","","","",2003-08-25
433,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2003-09-29,A+,ns,"","","","",2003-09-29
434,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2003-11-03,A,A+,"","","","",2003-11-03
435,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2003-10-27,A,ns,"","","","",2003-10-27
436,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2003-11-24,A,A+,"","","","",2003-11-24
437,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2003-12-01,A,A+,"","","","",2003-12-01
438,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2004-02-23,A+,A+,"","","","",2004-02-23
439,274,Oceanside,33.177134,-117.370474,"",Oceanside,San Diego -- Oceanside,CA,92054,"",2008-09-22,A+,ns,"","","","",2008-09-22
440,271,Oceanside,33.185935,-117.377842,,Oceanside,San Diego,CA,92054,"",2008-09-25,A+,ns,"","","","",2008-09-25
441,272,Oceanside,33.190213,-117.381859,"",Oceanside,San Diego -- Oceanside,CA,92054,"",2008-09-22,A+,ns,"","","","",2008-09-22
442,267,Oceanside,33.2044,-117.3941,"",Oceanside,San Diego -- Oceanside,CA,92054,"",2008-09-22,A+,ns,"","","","",2008-09-22
443,255,Salt Creek Beach,33.480248,-117.724555,,Monarch Bay,Orange,CA,92629,"",2008-09-29,A+,ns,"","","","",2008-09-29
444,236,Capistrano County Beach,33.4509,-117.66137,,Capistrano Beach,Orange,CA,92624,"",2008-09-29,C,ns,"","","","",2008-09-29
445,225,Monarch Beach,33.481081,-117.725639,,Monarch Bay,Orange,CA,92629,"",2008-09-25,A+,ns,"","","","",2008-09-25
446,220,Camel Point,33.507,-117.751,,Laguna Niguel,Orange,CA,92651,"",2008-09-29,A+,ns,"","","","",2008-09-29
447,217,North Aliso County Beach,33.51162,-117.75463,,Laguna Niguel,Orange,CA,92651,"",2008-09-29,A+,ns,"","","","",2008-09-29
448,216,Treasure Island Beach,33.51339,-117.757089,,Laguna Niguel,Orange,CA,92651,"",2008-09-29,A+,ns,"","","","",2008-09-29
449,212,Laguna Main Beach,33.529578,-117.773842,,Laguna Niguel,Orange,CA,92651,"",2008-09-29,A+,ns,"","","","",2008-09-29
450,197,Belmont Pier,33.758033333,-118.149033333,"",Long Beach,Los Angeles -- Long Beach,CA,90814,"",2008-09-29,A,ns,"","","","",2008-09-29
451,196,Long Beach,33.758683333,-118.151283333,"",Long Beach,Los Angeles -- Long Beach,CA,90803,"",2008-09-29,A+,ns,"","","","",2008-09-29
452,192,Long Beach,33.763377,-118.173642,"",Long Beach,Los Angeles -- Long Beach,CA,90802,"",2008-09-29,A,ns,"","","","",2008-09-29
453,193,Long Beach,33.762625,-118.167949,"",Long Beach,Los Angeles -- Long Beach,CA,90802,"",2008-09-29,A,ns,"","","","",2008-09-29
454,191,Long Beach,33.763392,-118.178218,"",Long Beach,Los Angeles -- Long Beach,CA,90802,"",2008-09-29,A,ns,"","","","",2008-09-29
455,190,Long Beach,33.763221,-118.179647,"",Long Beach,Los Angeles -- Long Beach,CA,90802,"",2008-09-29,A,ns,"","","","",2008-09-29
456,187,Newport Bay,33.60415,-117.88799,,Newport Beach,Orange,CA,92662,"",2008-09-29,A+,ns,"","","","",2008-09-29
457,188,Long Beach,33.751566666,-118.133483333,"",Long Beach,Los Angeles -- Long Beach,CA,90803,"",2008-09-29,A+,ns,"","","","",2008-09-29
458,171,Newport Bay,33.60976,-117.91425,,Newport Beach,Orange,CA,92663,"",2008-09-29,A+,ns,"","","","",2008-09-29
459,167,Newport Bay,33.61595,-117.89215,,Newport Beach,Orange,CA,92660,"",2008-09-29,A,ns,"","","","",2008-09-29
460,164,Newport Bay,33.61515,-117.89376,,Newport Beach,Orange,CA,92660,"",2008-09-29,A+,ns,"","","","",2008-09-29
461,157,Balboa Beach,33.59369,-117.881662,,Newport Beach,Orange,CA,92661,"",2008-09-29,A+,ns,"","","","",2008-09-29
462,156,Balboa Beach,33.60085,-117.902853,,Newport Beach,Orange,CA,92661,"",2008-09-29,A+,ns,"","","","",2008-09-29
463,155,Balboa Beach,33.605207,-117.921962,,Newport Beach,Orange,CA,92663,"",2008-09-29,A+,ns,"","","","",2008-09-29
464,150,Huntington State Beach,33.632909,-117.966236,,Huntington Beach,Orange,CA,92646,"",2008-09-29,A,ns,"","","","",2008-09-29
465,151,Huntington State Beach,33.62929,-117.95968,"",Huntington Beach,Orange,CA,92646,"",2008-09-29,A,ns,"","","","",2008-09-29
466,149,Huntington State Beach,33.638235,-117.975552,,Huntington Beach,Orange,CA,92646,"",2008-09-29,A,ns,"","","","",2008-09-29
467,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2004-03-22,A+,A+,"","","","",2004-03-22
468,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2004-04-12,A+,ns,"","","","",2004-04-12
469,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2004-05-10,A+,ns,"","","","",2004-05-10
470,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2004-06-07,A+,ns,"","","","",2004-06-07
471,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2004-07-26,A+,ns,"","","","",2004-07-26
472,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2004-08-02,A+,ns,"","","","",2004-08-02
473,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2004-07-19,A+,ns,"","","","",2004-07-19
474,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2004-08-30,A+,ns,"","","","",2004-08-30
475,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2004-08-16,A+,ns,"","","","",2004-08-16
476,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2004-09-27,A+,ns,"","","","",2004-09-27
477,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2005-01-24,A,F,"","","","",2005-01-24
478,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2005-01-31,A,F,"","","","",2005-01-31
479,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2005-02-14,A,B,"","","","",2005-02-14
480,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2005-03-21,A+,F,"","","","",2005-03-21
481,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2005-05-16,A+,A+,"","","","",2005-05-16
482,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2005-08-22,A+,ns,"","","","",2005-08-22
483,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2005-09-26,A+,B,"","","","",2005-09-26
484,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2005-11-28,A+,A+,"","","","",2005-11-28
485,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2005-12-27,A+,A+,"","","","",2005-12-27
486,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2006-01-09,A+,B,"","","","",2006-01-09
487,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2006-02-21,A+,A,"","","","",2006-02-21
488,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2006-04-30,A+,A+,"","","","",2006-04-30
489,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2006-06-03,A+,A+,"","","","",2006-06-03
490,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2006-05-21,A+,A+,"","","","",2006-05-21
491,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2006-07-12,A+,ns,"","","","",2006-07-12
492,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2006-08-01,A+,ns,"","","","",2006-08-01
493,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2006-08-21,A+,ns,"","","","",2006-08-21
494,160,Huntington Harbor,33.72895,-118.0647,,Fountain Valley,Orange,CA,92708,"",2010-10-05,A+,ns,"","","","",2010-10-05
495,263,Dana Strands Beach,33.469126,-117.718022,,Capistrano Beach,Orange,CA,92624,"",2010-10-13,A+,A+,"","","","",2010-10-13
496,233,Doheny State Beach,33.457748,-117.6735,,Capistrano Beach,Orange,CA,92624,"",2010-10-18,A+,F,"","","","",2010-10-18
497,642,Encinitas,33.028056,-117.2885,"",Cardiff-by-the-Sea,San Diego -- San Elijo,CA,92007,"",2010-10-11,A+,ns,"","","","",2010-10-11
498,485,Campbell Cove State Park Beach,38.304910621,-123.05711603,,Bodega Bay,Sonoma,CA,94923,"",2010-10-27,A+,C,"","","","",2010-10-27
499,14,Topanga Beach,34.037813,-118.582608,"",Pacific Palisade,Los Angeles -- LA City,CA,90272,"",2010-10-27,A,F,"","","","",2010-10-27
500,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2006-10-03,A+,ns,"","","","",2006-10-03
501,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2006-10-31,B,ns,"","","","",2006-10-31
502,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2006-10-18,A,ns,"","","","",2006-10-18
503,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2006-11-14,B,ns,"","","","",2006-11-14
504,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2006-12-12,A,A+,"","","","",2006-12-12
505,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2007-01-23,A,B,"","","","",2007-01-23
506,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2007-05-01,A+,ns,"","","","",2007-05-01
507,58,Wilder Annex,33.707601,-118.295355,"",San Pedro,Los Angeles -- LA Sanitation,CA,90731,"",2004-04-19,A+,ns,"","","","",2004-04-19
508,58,Wilder Annex,33.707601,-118.295355,"",San Pedro,Los Angeles -- LA Sanitation,CA,90731,"",2004-04-26,A+,ns,"","","","",2004-04-26
509,58,Wilder Annex,33.707601,-118.295355,"",San Pedro,Los Angeles -- LA Sanitation,CA,90731,"",2004-04-05,A+,ns,"","","","",2004-04-05
510,58,Wilder Annex,33.707601,-118.295355,"",San Pedro,Los Angeles -- LA Sanitation,CA,90731,"",2004-07-19,A,ns,"","","","",2004-07-19
511,58,Wilder Annex,33.707601,-118.295355,"",San Pedro,Los Angeles -- LA Sanitation,CA,90731,"",2004-07-26,A,ns,"","","","",2004-07-26
512,58,Wilder Annex,33.707601,-118.295355,"",San Pedro,Los Angeles -- LA Sanitation,CA,90731,"",2004-08-16,A+,ns,"","","","",2004-08-16
513,58,Wilder Annex,33.707601,-118.295355,"",San Pedro,Los Angeles -- LA Sanitation,CA,90731,"",2004-08-23,A+,ns,"","","","",2004-08-23
514,58,Wilder Annex,33.707601,-118.295355,"",San Pedro,Los Angeles -- LA Sanitation,CA,90731,"",2004-08-30,A+,ns,"","","","",2004-08-30
515,58,Wilder Annex,33.707601,-118.295355,"",San Pedro,Los Angeles -- LA Sanitation,CA,90731,"",2004-12-06,A+,ns,"","","","",2004-12-06
516,58,Wilder Annex,33.707601,-118.295355,"",San Pedro,Los Angeles -- LA Sanitation,CA,90731,"",2005-01-31,A,F,"","","","",2005-01-31
517,58,Wilder Annex,33.707601,-118.295355,"",San Pedro,Los Angeles -- LA Sanitation,CA,90731,"",2005-08-01,A+,ns,"","","","",2005-08-01
518,58,Wilder Annex,33.707601,-118.295355,"",San Pedro,Los Angeles -- LA Sanitation,CA,90731,"",2005-10-31,A+,A+,"","","","",2005-10-31
519,58,Wilder Annex,33.707601,-118.295355,"",San Pedro,Los Angeles -- LA Sanitation,CA,90731,"",2005-11-28,A+,A+,"","","","",2005-11-28
520,58,Wilder Annex,33.707601,-118.295355,"",San Pedro,Los Angeles -- LA Sanitation,CA,90731,"",2006-01-17,A+,A,"","","","",2006-01-17
521,58,Wilder Annex,33.707601,-118.295355,"",San Pedro,Los Angeles -- LA Sanitation,CA,90731,"",2006-01-23,A+,A,"","","","",2006-01-23
522,58,Wilder Annex,33.707601,-118.295355,"",San Pedro,Los Angeles -- LA Sanitation,CA,90731,"",2006-02-27,A+,A+,"","","","",2006-02-27
523,58,Wilder Annex,33.707601,-118.295355,"",San Pedro,Los Angeles -- LA Sanitation,CA,90731,"",2006-03-06,A+,A+,"","","","",2006-03-06
524,41,Dockweiler State Beach,33.918933,-118.431592,,Playa Del Rey,Los Angeles,CA,90293,"",2008-09-29,A+,ns,"","","","",2008-09-29
525,58,Wilder Annex,33.707601,-118.295355,"",San Pedro,Los Angeles -- LA Sanitation,CA,90731,"",2006-06-29,A+,A+,"","","","",2006-06-29
526,148,Huntington State Beach,33.6417,-117.98126,,Huntington Beach,Orange,CA,92646,"",2010-10-26,A,F,"","","","",2010-10-26
527,216,Treasure Island Beach,33.51339,-117.757089,,Laguna Niguel,Orange,CA,92651,"",2010-10-21,A+,F,"","","","",2010-10-21
528,6,Latigo Canyon Creek,34.028706,-118.753503,,Malibu,Los Angeles,CA,90265,"",2010-11-08,A+,A+,"","","","",2010-11-08
529,119,Silverstrand Beach,34.156775,-119.225454,,Oxnard,Ventura,CA,93035,"",2010-11-08,A+,A+,"","","","",2010-11-08
530,53,Bluff Cove,33.792902,-118.407004,"",Palos Verdes Est,Los Angeles -- LA Sanitation,CA,90274,"",2010-11-01,A+,A+,"","","","",2010-11-01
531,58,Wilder Annex,33.707601,-118.295355,"",San Pedro,Los Angeles -- LA Sanitation,CA,90731,"",2006-08-08,A+,ns,"","","","",2006-08-08
532,58,Wilder Annex,33.707601,-118.295355,"",San Pedro,Los Angeles -- LA Sanitation,CA,90731,"",2006-08-29,A+,ns,"","","","",2006-08-29
533,58,Wilder Annex,33.707601,-118.295355,"",San Pedro,Los Angeles -- LA Sanitation,CA,90731,"",2006-09-06,A+,ns,"","","","",2006-09-06
534,58,Wilder Annex,33.707601,-118.295355,"",San Pedro,Los Angeles -- LA Sanitation,CA,90731,"",2006-10-03,A+,ns,"","","","",2006-10-03
535,58,Wilder Annex,33.707601,-118.295355,"",San Pedro,Los Angeles -- LA Sanitation,CA,90731,"",2006-10-25,A+,ns,"","","","",2006-10-25
536,58,Wilder Annex,33.707601,-118.295355,"",San Pedro,Los Angeles -- LA Sanitation,CA,90731,"",2006-10-18,A+,ns,"","","","",2006-10-18
537,58,Wilder Annex,33.707601,-118.295355,"",San Pedro,Los Angeles -- LA Sanitation,CA,90731,"",2006-12-30,A+,A+,"","","","",2006-12-30
538,58,Wilder Annex,33.707601,-118.295355,"",San Pedro,Los Angeles -- LA Sanitation,CA,90731,"",2006-12-19,A+,A+,"","","","",2006-12-19
539,58,Wilder Annex,33.707601,-118.295355,"",San Pedro,Los Angeles -- LA Sanitation,CA,90731,"",2007-01-23,A+,A+,"","","","",2007-01-23
540,58,Wilder Annex,33.707601,-118.295355,"",San Pedro,Los Angeles -- LA Sanitation,CA,90731,"",2007-03-14,A+,A+,"","","","",2007-03-14
541,58,Wilder Annex,33.707601,-118.295355,"",San Pedro,Los Angeles -- LA Sanitation,CA,90731,"",2007-03-21,A+,A+,"","","","",2007-03-21
542,58,Wilder Annex,33.707601,-118.295355,"",San Pedro,Los Angeles -- LA Sanitation,CA,90731,"",2007-06-05,A+,ns,"","","","",2007-06-05
543,58,Wilder Annex,33.707601,-118.295355,"",San Pedro,Los Angeles -- LA Sanitation,CA,90731,"",2007-07-03,A+,ns,"","","","",2007-07-03
544,58,Wilder Annex,33.707601,-118.295355,"",San Pedro,Los Angeles -- LA Sanitation,CA,90731,"",2007-06-26,A+,ns,"","","","",2007-06-26
545,58,Wilder Annex,33.707601,-118.295355,"",San Pedro,Los Angeles -- LA Sanitation,CA,90731,"",2007-07-14,A+,ns,"","","","",2007-07-14
546,58,Wilder Annex,33.707601,-118.295355,"",San Pedro,Los Angeles -- LA Sanitation,CA,90731,"",2007-09-04,A+,ns,"","","","",2007-09-04
547,58,Wilder Annex,33.707601,-118.295355,"",San Pedro,Los Angeles -- LA Sanitation,CA,90731,"",2007-08-04,A+,ns,"","","","",2007-08-04
548,58,Wilder Annex,33.707601,-118.295355,"",San Pedro,Los Angeles -- LA Sanitation,CA,90731,"",2007-09-25,A+,ns,"","","","",2007-09-25
549,59,Cabrillo Beach,33.708894,-118.284008,"",San Pedro,Los Angeles -- LA City,CA,90731,"",2006-07-12,A,ns,"","","","",2006-07-12
550,59,Cabrillo Beach,33.708894,-118.284008,"",San Pedro,Los Angeles -- LA City,CA,90731,"",2006-07-26,A,ns,"","","","",2006-07-26
551,59,Cabrillo Beach,33.708894,-118.284008,"",San Pedro,Los Angeles -- LA City,CA,90731,"",2006-08-16,A+,ns,"","","","",2006-08-16
