id,region,county,area,beach_name,beach_url,address,city,state,zip,latitude,longitude,park_name,owner,owner_url,activities,amenities,pet_policy,pets_allowed,fees,free_parking,phone,other_names
5031,Northern,Mendocino,Fort Bragg,Belinda Point Beach,https://www.californiabeaches.com/beach/belinda-point-beach/,17410 Ocean Dr,Fort,CA,95437,39.398091,-123.81885,Mendocino Land Trust,Land Trust,http://www.mendocinolandtrust.org/index.php?MLT%27s_California_Coastal_Trails:Belinda_Point_Trail%26nbsp%3B,"Hiking, Fishing, Abalone Diving, Tidepooling","Trails, Tide Pools",Dogs allowed on leash,Y,Free parking on road shoulder,Y,"",""
5032,Northern,Mendocino,Fort Bragg,Glass Beach,https://www.californiabeaches.com/beach/glass-beach/,W Elm St and Glass Beach Dr,Fort,CA,95437,39.4537,-123.81281,MacKerricher State Park,State Park,http://www.parks.ca.gov/?page_id=436,"Hiking, Tidepooling, Beachcombing","Tide Pools, Sea Glass, Toilets",Dogs allowed on leash,Y,Free parking,Y,"",""
5033,Northern,Mendocino,Fort Bragg,Hare Creek Beach,https://www.californiabeaches.com/beach/hare-creek-beach/,1211 Del Mar Drive,Fort,CA,95437,39.41754,-123.8119,Mendocino Land Trust,Land Trust,http://www.mendocinolandtrust.org/index.php?MLT%27s_California_Coastal_Trails:Hare_Creek_Beach,"Hiking, Surfing, Birdwatching","Trails, Creek, No Facilities",Dogs allowed on leash,Y,Free parking,Y,"",Babcock Beach
5034,Northern,Mendocino,Fort Bragg,Hidden Beach Fort Bragg,https://www.californiabeaches.com/beach/hidden-beach-fort-bragg/,30000 Shoreline Hwy,Fort,CA,95437,39.560999,-123.767338,"","","",Beach Exploration,"Rock Arch, Driftwood",Dogs allowed on leash,Y,Free parking at Seaside Beach,Y,"",""
5035,Northern,Mendocino,Fort Bragg,Jefferson Way Beach Access Fort Bragg,https://www.californiabeaches.com/beach/jefferson-way-beach-access-fort-bragg/,33201 Jefferson Way,Fort,CA,95437,39.386715,-123.81877,"",State,"","Beach Exploration, Walking, Photography",Trails,Dogs allowed on trails and on beach if seals are not present,Y,Free parking,Y,"",""
5036,Northern,Mendocino,Fort Bragg,Laguna Point At Mackerricher State Park,https://www.californiabeaches.com/beach/laguna-point-at-mackerricher-state-park/,24100 MacKerricher Park Rd,Fort,CA,95437,39.489917,-123.802322,MacKerricher State Park,State Park,http://www.parks.ca.gov/?page_id=436,"Wildlife Watching, Whale Watching, Walking, Tidepooling","Restrooms, Accessible Trails, Viewing Platforms, Tide Pools",Dogs allowed on leash,Y,"Free day-use parking, fees for camping",Y,"",""
5037,Northern,Mendocino,Fort Bragg,Main Beach At Mackerricher State Park,https://www.californiabeaches.com/beach/main-beach-at-mackerricher-state-park/,24100 MacKerricher Park Rd,Fort,CA,95437,39.4908,-123.79602,MacKerricher State Park,State Park,http://www.parks.ca.gov/?page_id=436,"Hiking, Biking, Birdwatching, Lake Fishing, Boating, Camping, Beach Walking, Beachcombing, Wildlife Watching","Campground, Picnic Tables, Restrooms, Trails, Boardwalk, Lake",Dogs allowed on leash,Y,"Free day-use parking, fees for camping",Y,"",""
5038,Northern,Mendocino,Fort Bragg,Noyo Harbor Beach,https://www.californiabeaches.com/beach/noyo-harbor-beach/,32100 N Harbor Dr,Fort,CA,95437,39.428706,-123.808939,"",City Beach,"","Fishing, Boating, Kayaking, Canoeing, Stand-Up Paddleboarding","Restrooms, Driftwood",Dogs allowed off leash on beach,Y,Free parking,Y,"",""
5039,Northern,Mendocino,Fort Bragg,Ocean Drive Beach Access Fort Bragg,https://www.californiabeaches.com/beach/ocean-drive-beach-access-fort-bragg/,Ocean Way and Hwy 1,Fort,CA,95437,39.38786,-123.81806,"",State,"","Photography, Walking, Beach Exploration","Trails, Driftwood",Dogs allowed on trails and on beach if seals are not present,Y,Free parking,Y,"",""
5040,Northern,Mendocino,Fort Bragg,Old Haul Road Beach,https://www.californiabeaches.com/beach/old-haul-road-beach/,1131 N Main St,Fort,CA,95437,39.46292,-123.807944,MacKerricher State Park,State Park,http://www.parks.ca.gov/?page_id=436,"Hiking, Biking, Whale Watching, Sunbathing","Trails, Paved Bike Path, Toilets, Rail-Trail",Dogs allowed on leash,Y,Free parking,Y,"",Old Haul Road Beach Access
5041,Northern,Mendocino,Fort Bragg,Pine Beach,https://www.californiabeaches.com/beach/pine-beach/,16801 N Hwy 1,Fort,CA,95437,39.392349,-123.816348,"",Private Beach,http://www.pinebeachinn.com/PineBeachInn/Welcome.html,"Hiking, Fishing, Abalone Diving, Scuba Diving","Trails, Tennis Courts, Grass Areas, Hotel, Restaurant","",Y,Fee for parking at hotel,N,"",Mitchell Creek Beach
5042,Northern,Mendocino,Fort Bragg,Pomo Bluffs Park,https://www.californiabeaches.com/beach/pomo-bluffs-park/,19301 Cliff Way,Fort,CA,95437,39.42536,-123.817595,Pomo Bluffs Park,City,https://city.fortbragg.com/Facilities/Facility/Details/Pomo-Bluffs-Park-4,"Walking, Biking, Whale Watching","Toilets, Paved Bike Path, Trails, Benches, Interpretive Signs",Dogs allowed on leash,Y,Free parking,Y,"","Todd Point, Chicken Point"
5043,Northern,Mendocino,Fort Bragg,Pudding Creek Beach,https://www.californiabeaches.com/beach/pudding-creek-beach/,1100 N Main St,Fort,CA,95437,39.45956,-123.80823,MacKerricher State Park,State Park,http://www.parks.ca.gov/?page_id=436,"Hiking, Biking, Sunbathing","Trails, Paved Bike Path, Wooden Train Trestle, Toilets, Tide Pools, Rail-Trail",Dogs allowed on leash,Y,Free parking,Y,"",""
5044,Northern,Mendocino,Fort Bragg,Seaside Beach Fort Bragg,https://www.californiabeaches.com/beach/seaside-beach-fort-bragg/,30000 Shoreline Hwy,Fort,CA,95437,39.55876,-123.7668,"",Land Trust,http://www.mendocinolandtrust.org/?What_We_Do:Current_Projects:Seaside_Beach,"Beachcombing, Beach Walking, Photography","Driftwood, Rock Arches, No Facilities",Dogs allowed off leash,Y,Free parking,Y,"",Seaside Creek Beach
5045,Northern,Mendocino,Fort Bragg,Ten Mile Beach,https://www.californiabeaches.com/beach/ten-mile-beach/,25301 Ward Ave,Fort,CA,95437,39.516502,-123.77954,"MacKerricher State Park, Inglenook Fen Ten Mile Dunes Preserve",State Park,http://www.parks.ca.gov/?page_id=436,"Beachcombing, Hiking, Birdwatching, Beach Walking, Equestrian Use","Trails, Dunes, Wetlands, Driftwood",No dogs allowed on the beach,N,Free parking,Y,"",Ward Avenue Beach Access
5046,Northern,Mendocino,Fort Bragg,Virgin Creek Beach,https://www.californiabeaches.com/beach/virgin-creek-beach/,22991 N Hwy 1,Fort,CA,95437,39.4726,-123.80405,MacKerricher State Park,State Park,http://www.parks.ca.gov/?page_id=436,"Hiking, Biking, Beachcombing, Beach Walking","Trails, Rail-Trail",No dogs allowed on beach,N,Free parking,Y,"",""
5047,Northern,Mendocino,Gualala,Cooks Beach,https://www.californiabeaches.com/beach/cooks-beach/,Shoreline Hwy and CR-526,Gualala,CA,95445,38.78966,-123.56127,"",Conservancy,https://www.rclc.org/what-we-do/cooks-beach/,Sunbathing,"Driftwood, No Facilities",Dogs allowed on leash,Y,Free parking,Y,"","Bourns Landing, Bonham Beach, Bourn''s"
5048,Northern,Mendocino,Gualala,Fish Rock Beach Anchor Bay Campground,https://www.californiabeaches.com/beach/fish-rock-beach-anchor-bay-campground/,35400 California 1,Gualala,CA,95445,38.80287,-123.57982,"",Private,http://www.abcamp.com/,"Fishing, Scuba Diving, Kayaking, Abalone Diving, Bodyboarding, Swimming, Camping","Campground, Restrooms, Tide Pools",Dogs allowed off leash,Y,Fees for camping and beach day-use,N,"",Anchor Bay Beach
5049,Northern,Mendocino,Gualala,Gualala Point Regional Park,https://www.californiabeaches.com/beach/gualala-point-regional-park/,42450 Highway 1,Gualala,CA,95445,38.76236,-123.530266,Gualala Point Regional Park,County,http://parks.sonomacounty.ca.gov/Get_Outdoors/Parks/Gualala_Point_Regional_Park.aspx,"Hiking, Whale Watching, Beachcombing, Camping, Kayaking, Canoeing, Fishing, Biking, Birdwatching, Picnicking","Campground, Picnic Tables, BBQs, Restrooms, Trails, Benches, River, Driftwood, Accessible Features, Visitor Center",Dogs allowed on leash,Y,Fee for day-use parking and camping,N,"",""
5050,Northern,Mendocino,Gualala,Gualala River Beach,https://www.californiabeaches.com/beach/gualala-river-beach/,Shoreline Hwy,Gualala,CA,95445,38.758545,-123.520596,"",Land Conservancy,https://www.rclc.org/mill-bend/,"Kayaking, Canoeing, Swimming, Birdwatching, Walking, Fishing","Wetlands, Small Craft Boat Launch, Trails",Dogs allowed,Y,Free parking along highway,Y,"",""
5051,Northern,Mendocino,Gualala,Hearn Gulch Beach,https://www.californiabeaches.com/beach/hearn-gulch-beach/,29720 S Hwy 1,Gualala,CA,95445,38.851845,-123.648733,Saunders Reef State Marine Conservation Area,Conservancy,https://www.rclc.org/hearn-gulch/,"Kayaking, Beach Exploration, Scuba Diving, Whale Watching","Rock Arch, No Facilities",Dogs allowed on leash,Y,Free parking,Y,"","Saunders Landing, Hearn Gulch Coastal Access"
5052,Northern,Mendocino,Gualala,St Orres Creek Beach,https://www.californiabeaches.com/beach/st-orres-creek-beach/,36601 S Hwy 1,Gualala,CA,95445,38.7921,-123.563657,"","","","Beach Exploration, Photography","Driftwood, No Facilities","",Y,Free parking nearby,Y,"",""
5053,Northern,Mendocino,Little River,Little River Blowhole,https://www.californiabeaches.com/beach/little-river-blowhole/,Shoreline Hwy and Little River Airport Rd,Little,CA,95456,39.267849,-123.787793,"",Land Trust,http://mendocinolandtrust.org/?MLT%27s_California_Coastal_Trails:Little_River_Blowhole_Trail,"Photography, Walking","Blowhole, Rock Tunnel, Trails, No Facilities",Dogs allowed on leash,Y,Free parking,Y,"",Little River Punchbowl
5054,Northern,Mendocino,Little River,Spring Ranch Beach,https://www.californiabeaches.com/beach/spring-ranch-beach/,Hwy 1 and Gorden Ln,Little,CA,95456,39.28266,-123.80172,"Van Damme State Park, Spring Ranch Unit",State Park,https://www.mendocinolandtrust.org/trails/central-coastal-trails/spring-ranch-trail/,"Hiking, Walking, Wildlife Watching, Fishing, Beach Exploration","Trails, Tide Pools, Benches",Dogs allowed on a leash,Y,Free parking,Y,(800) 777-0369,""
5055,Northern,Mendocino,Little River,Van Damme Beach State Park,https://www.californiabeaches.com/beach/van-damme-beach-state-park/,8001 Highway 1,Little,CA,95456,39.273517,-123.791196,Van Damme State Park,State Park,http://www.parks.ca.gov/?page_id=433,"Hiking, Mountain Biking, Running, Biking, Scuba Diving, Abalone Diving, Camping, Sea Kayaking, Stand-Up Paddleboarding","Trails, Campground, Restrooms, Showers, Picnic Tables, Rentals",Dogs allowed on leash,Y,"Free parking, fee for camping",Y,"",Van Damme Beach
5056,Northern,Mendocino,Manchester,Alder Creek Beach Manchester,https://www.californiabeaches.com/beach/alder-creek-beach-manchester/,17502 Alder Creek Beach Rd,Manchester,CA,95459,39.00405,-123.69676,"Manchester State Park, Lake Davis Wetlands and Coastal Dunes Natural Preserve",State Park,http://www.parks.ca.gov/?page_id=437,"Fishing, Beachcombing, Whale Watching, Hiking","Trails, Driftwood, Creek, No Facilities",No dogs allowed on the beach,N,Free parking,Y,"",""
5057,Northern,Mendocino,Manchester,Garcia River Beach,https://www.californiabeaches.com/beach/garcia-river-beach/,Miner Hole Rd,Point,CA,95468,38.954776,-123.732033,"Stornetta Public Lands, California Coastal National Monument",BLM,http://www.blm.gov/ca/st/en/fo/ukiah/stornetta.html,"Beachcombing, Abalone Diving, Birdwatching, Hiking, Fishing","Driftwood, No Facilities",No dogs allowed on the beach,N,Free parking at the Manchester State Beach south lot,Y,"",""
5058,Northern,Mendocino,Manchester,Irish Beach,https://www.californiabeaches.com/beach/irish-beach/,15280 Irish Beach Dr,Manchester,CA,95459,39.02098,-123.69098,"",Public beach at private community,http://www.irishbeach.us/,"Beachcombing, Beach Walking","Driftwood, No Facilities","",Y,"No public parking at Irish Beach, free parking at Manshester State Park",Y,"",""
5059,Northern,Mendocino,Manchester,Mallo Pass Creek Beach,https://www.californiabeaches.com/beach/mallo-pass-creek-beach/,Hwy 1,Manchester,CA,95459,39.03447,-123.689763,"","","","Beachcombing, Beach Exploration","Driftwood, No Facilities","",Y,Free parking near gate,Y,"",""
5060,Northern,Mendocino,Manchester,Manchester State Park Beach,https://www.californiabeaches.com/beach/manchester-state-park-beach/,44350 Kinney Rd,Manchester,CA,95459,38.984593,-123.706602,"Manchester State Park, Arena Rock Marine Natural Preserve, Brush Creek / Lagoon Lake Wetlands and Coastal Dunes Natural Preserve, Lake Davis Wetlands and Coastal Dunes Natural Preserve",State Park,http://www.parks.ca.gov/?page_id=437,"Beachcombing, Hiking, Birdwatching, Fishing, Beach Walking, Camping","Campground, Trails, Restrooms, Wetlands, Driftwood, Dunes",No dogs allowed on the beach,N,"Free day-use parking, fees for camping",Y,"",""
5061,Northern,Mendocino,Mendocino,Agate Beach Mendocino,https://www.californiabeaches.com/beach/agate-beach-mendocino/,11101 Lansing St,Mendocino,CA,95460,39.31528,-123.80028,"","","","Hiking, Walking, Scuba Diving","Ocean Views, Benches","",Y,Free street parking nearby,Y,"",""
5062,Northern,Mendocino,Mendocino,Big River Beach,https://www.californiabeaches.com/beach/big-river-beach/,Hwy 1 and Big River Rd,Mendocino,CA,95460,39.30318,-123.79344,Mendocino Headlands State Park,State Park,http://www.parks.ca.gov/?page_id=442,"Hiking, Mountain Biking, Canoeing, Kayaking, Stand-Up Paddleboarding, Scuba Diving","Trails, Driftwood, Restrooms",Dogs allowed on leash,Y,Free parking,Y,"",""
5063,Northern,Mendocino,Mendocino,Mendocino Headlands Beaches,https://www.californiabeaches.com/beach/mendocino-headlands-beaches/,Heeser Drive,Mendocino,CA,95460,39.305889,-123.809603,Mendocino Headlands State Park,State Park,http://www.parks.ca.gov/?page_id=442,"Beach Exploration, Photography, Walking","Seashells, Rock Arches, Tide Pools, Trails",Dogs allowed on leash,Y,Free paring,Y,707-937-5804,""
5064,Northern,Mendocino,Mendocino,Point Cabrillo Light Station State Historic Park,https://www.californiabeaches.com/beach/point-cabrillo-light-station-state-historic-park/,45300 Lighthouse Rd,Mendocino,CA,95460,39.35382,-123.82129,Point Cabrillo Light Station State Historic Park,State Park,http://www.parks.ca.gov/?page_id=22276,"Hiking, Whale Watching, Guided Tours","Lighthouse, Museum, Aquarium, Trails, Restrooms, Accessible Features",Dogs allowed on leash,Y,Free parking,Y,"",Frolic Cove Beach
5065,Northern,Mendocino,Mendocino,Portuguese Beach Mendocino,https://www.californiabeaches.com/beach/portuguese-beach-mendocino/,Main St and Heeser St,Mendocino,CA,95460,39.30342,-123.80417,Mendocino Headlands State Park,State Park,http://www.parks.ca.gov/?page_id=442,"Hiking, Walking","Trails, Rock Arch, Driftwood, Restrooms",Dogs allowed on leash,Y,Free parking,Y,707-937-5804,""
5066,Northern,Mendocino,Mendocino,Russian Gulch State Park,https://www.californiabeaches.com/beach/russian-gulch-state-park/,Point Cabrillo Dr and Brest Rd,Mendocino,CA,95460,39.3294,-123.8051,Russian Gulch State Park,State Park,http://www.parks.ca.gov/?page_id=432,"Hiking, Mountain Biking, Scuba Diving, Canoeing, Kayaking, Abalone Diving, Fishing, Camping","Campground, Waterfall, Trails, Paved Bike Path, Restrooms, Showers, Devils Punchbowl, Rock Arch",Dogs allowed on leash,Y,"Fee for parking, camping",N,"",""
5067,Northern,Mendocino,Mendocino,Spring Ranch Beach,https://www.californiabeaches.com/beach/spring-ranch-beach/,Hwy 1 and Gorden Ln,Little,CA,95456,39.28266,-123.80172,"Van Damme State Park, Spring Ranch Unit",State Park,https://www.mendocinolandtrust.org/trails/central-coastal-trails/spring-ranch-trail/,"Hiking, Walking, Wildlife Watching, Fishing, Beach Exploration","Trails, Tide Pools, Benches",Dogs allowed on a leash,Y,Free parking,Y,(800) 777-0369,""
5068,Northern,Mendocino,Point Arena,Arena Cove Beach,https://www.californiabeaches.com/beach/arena-cove-beach/,790 Port Rd,Point,CA,95468,38.914,-123.70995,"","","","Surfing, Fishing, Scuba Diving, Boating, Tidepooling","Fishing Pier, Boat Hoist, Tide Pools, Restaurant, Restrooms, Showers, Picnic Tables",Dogs allowed on leash on pier and beach,Y,Free parking,Y,"",Point Arena Cove Beach
5069,Northern,Mendocino,Point Arena,Bowling Ball Beach,https://www.californiabeaches.com/beach/bowling-ball-beach/,Hwy 1 and Schooner Gulch Rd,Point,CA,95468,38.870698,-123.65817,Schooner Gulch State Beach,State Park,http://www.parks.ca.gov/?page_id=446,"Fishing, Surfing, Picnicking, Tidepooling, Beachcombing, Hiking","Tide Pools, Driftwood, Toilet, Trails, Fossils",Dogs allowed on leash,Y,Free parking,Y,"",""
5070,Northern,Mendocino,Point Arena,Garcia River Beach,https://www.californiabeaches.com/beach/garcia-river-beach/,Miner Hole Rd,Point,CA,95468,38.954776,-123.732033,"Stornetta Public Lands, California Coastal National Monument",BLM,http://www.blm.gov/ca/st/en/fo/ukiah/stornetta.html,"Beachcombing, Abalone Diving, Birdwatching, Hiking, Fishing","Driftwood, No Facilities",No dogs allowed on the beach,N,Free parking at the Manchester State Beach south lot,Y,"",""
5071,Northern,Mendocino,Point Arena,Hearn Gulch Beach,https://www.californiabeaches.com/beach/hearn-gulch-beach/,29720 S Hwy 1,Gualala,CA,95445,38.851845,-123.648733,Saunders Reef State Marine Conservation Area,Conservancy,https://www.rclc.org/hearn-gulch/,"Kayaking, Beach Exploration, Scuba Diving, Whale Watching","Rock Arch, No Facilities",Dogs allowed on leash,Y,Free parking,Y,"","Saunders Landing, Hearn Gulch Coastal Access"
5072,Northern,Mendocino,Point Arena,Moat Creek Beach,https://www.californiabeaches.com/beach/moat-creek-beach/,27101 Shoreline Hwy,Point,CA,95468,38.881287,-123.675166,Moat Creek Coastal Access,State,"","Surfing, Tidepooling, Abalone Diving, Hiking, Scuba Diving, Whale Watching, Fishing, Kayaking, Birdwatching","Tide Pools, Toilet, Trails, Driftwood",Dogs allowed on leash,Y,Free parking,Y,"",Whiskey Shoals
5073,Northern,Mendocino,Point Arena,Point Arena Lighthouse,https://www.californiabeaches.com/beach/point-arena-lighthouse/,45500 Lighthouse Rd,Point,CA,95468,38.954722,-123.740854,"",Non-Profit,http://www.pointarenalighthouse.com/,"Whale Watching, Lighthouse Tours, Walking","Lighthouse, Museum, Gift Shop, Lighthouse Vacation Rentals, RV Parking, Wedding Venue","",Y,Fee for site admission,N,"",""
5074,Northern,Mendocino,Point Arena,Schooner Gulch State Beach,https://www.californiabeaches.com/beach/schooner-gulch-state-beach/,Hwy 1 and Schooner Gulch Rd,Point,CA,95468,38.8662,-123.65439,Schooner Gulch State Beach,State Park,http://www.parks.ca.gov/?page_id=446,"Fishing, Surfing, Tidepooling, Beachcombing, Whale Watching","Tide Pools, Toilet, Creek, Driftwood, Trails",Dogs allowed on leash,Y,Free parking,Y,"",""
5075,Northern,Mendocino,Point Arena,Stornetta Public Lands,https://www.californiabeaches.com/beach/stornetta-public-lands/,Lighthouse Rd,Point,CA,95468,38.93653,-123.72721,"Stornetta Public Lands, California Coastal National Monument, Point Arena State Marine Reserve, Sea Lion Cove State Marine Conservation Area",BLM,https://www.blm.gov/programs/national-conservation-lands/california/california-coastal,"Hiking, Walking, Whale Watching, Wildlife Watching, Birdwatching, Photography, Picnicking","Tide Pools, Island, Rock Arch, Trails, Toilet",Dogs allowed on leash,Y,Free parking,Y,"",""
5076,Northern,Mendocino,Westport,Anderson Beach,https://www.californiabeaches.com/beach/anderson-beach/,N Hwy 1 and Usal Rd,Westport,CA,95488,39.85221,-123.88907,Sinkyone Wilderness State Park,State Park,http://www.parks.ca.gov/?page_id=429,"Backpacking, Hiking, Camping","Wilderness Campsites, Trails",No dogs allowed on the beach,N,Fee for parking at Usal Beach,N,"",""
5077,Northern,Mendocino,Westport,Chadbourne Gulch Beach,https://www.californiabeaches.com/beach/chadbourne-gulch-beach/,Shoreline Hwy,Westport,CA,95488,39.613865,-123.782753,"",State,"","Fishing, Surfing, Beachcombing, Beach Walking, Beach Driving","Rock Arch, No Facilities",Pets allowed,Y,Free parking,Y,"",Blues Beach
5078,Northern,Mendocino,Westport,Dehaven Creek Beach,https://www.californiabeaches.com/beach/dehaven-creek-beach/,N Hwy 1 and Branscomb Rd,Westport,CA,95488,39.659297,-123.785642,Westport - Union Landing State Beach,State,http://www.parks.ca.gov/?page_id=440,"Fishing, Beach Walking, Walking",Creek,Dogs allowed off leash,Y,Free parking along highway,Y,"",""
5079,Northern,Mendocino,Westport,Eddie White Beach Westport Headlands,https://www.californiabeaches.com/beach/eddie-white-beach-westport-headlands/,37002 Omega Dr,Westport,CA,95488,39.637314,-123.786541,Westport Headlands Park,"","","Kayaking, Fishing, Photography","Rock Arch, General Store",Pets allowed off leash,Y,Free street parking,Y,"",Eddie White Beach
5080,Northern,Mendocino,Westport,Hardy Creek Beach,https://www.californiabeaches.com/beach/hardy-creek-beach/,Shoreline Highway,Westport,CA,95488,39.71074,-123.80797,"","","","Beach Exploration, Beachcombing","Sea Stacks, Rock Arch, Driftwood, No Facilities","",Y,Free parking along highway,Y,"",""
5081,Northern,Mendocino,Westport,Little Jackass Creek Beach,https://www.californiabeaches.com/beach/little-jackass-creek-beach/,N Hwy 1 and Usal Rd,Westport,CA,95488,39.860143,-123.901725,Sinkyone Wilderness State Park,State Park,http://www.parks.ca.gov/?page_id=429,"Backpacking, Hiking, Camping","Wilderness Campsites, Rock Arch, Trails",No dogs allowed on the beach,N,Fee for parking,N,"",""
5082,Northern,Mendocino,Westport,Petes Beach,https://www.californiabeaches.com/beach/petes-beach/,37551 N Hwy 1,Westport,CA,95488,39.642973,-123.785118,Westport - Union Landing State Beach,State,http://www.parks.ca.gov/?page_id=440,"Fishing, Beachcombing, Beach Walking","Rock Arch, No Facilities",Dogs allowed on leash,Y,Free parking,Y,"",""
5083,Northern,Mendocino,Westport,Rockport Bay Beach,https://www.californiabeaches.com/beach/rockport-bay-beach/,N Hwy 1 and Rockport St,Westport,CA,95488,39.73476,-123.82774,"",Lumber Company,http://www.mrc.com/history_project/stories/rockport.htm,Beach Exploration,"Creek, No Facilities","",Y,"",N,"","Cottaneva Creek Beach, Cottoneva, Cotineva"
5084,Northern,Mendocino,Westport,Usal Beach,https://www.californiabeaches.com/beach/usal-beach/,N Hwy 1 and Usal Rd,Westport,CA,95488,39.83067,-123.84978,Sinkyone Wilderness State Park,State Park,http://www.parks.ca.gov/?page_id=429,"Beach Driving, Camping, Hiking","Campground, Trails, Restrooms, Picnic Tables",No dogs allowed on the beach or trails,N,"Fee for parking, camping",N,"",Usal Creek Beach
5085,Northern,Mendocino,Westport,Westport Beach At Wages Creek,https://www.californiabeaches.com/beach/westport-beach-at-wages-creek/,37700 N Hwy 1,Westport,CA,95488,39.65114,-123.7842,"",Private Resort,http://westportbeachrvpark.com/,"Camping, Volleyball, Beachcombing, Sunbathing","Campground, Picnic Tables, Kids Play Area, Restrooms, Showers, Camp Store, Horseshoe Pit, Volleyball Courts, Laundromat","",Y,Fee for camping,N,"",Wages Creek Beach
5086,Northern,Mendocino,Westport,Westport Union Landing State Beach,https://www.californiabeaches.com/beach/westport-union-landing-state-beach/,N Hwy 1 and Pacific Heights Dr,Westport,CA,95488,39.677607,-123.79111,Westport - Union Landing State Beach,State Park,http://www.parks.ca.gov/?page_id=440,"Fishing, Beach Exploration, Camping","Campground, Picnic Tables, BBQs, Restrooms, Viewing Platform",Dogs allowed on leash,Y,"Free day-use parking, fees for camping",Y,"",Howard Creek Beach
5087,Northern,Humboldt,Arcata,Friends Of The Dunes Beach,https://www.californiabeaches.com/beach/friends-of-the-dunes-beach/,220 Stamps Lane,Arcata,CA,95521,40.85873,-124.16829,"",Non-profit,http://www.friendsofthedunes.org/,"Hiking, Beachcombing","Nature Center, Dunes, Restrooms, Trails, Seashells","Dogs allowed off-leash on beach, but must be leashed on trails",Y,Free parking,Y,"",""
5088,Northern,Humboldt,Arcata,Lanphere Dunes,https://www.californiabeaches.com/beach/lanphere-dunes/,Young Ln and Vera Linda Ln,Arcata,CA,95521,40.8895,-124.152,Humboldt Bay National Wildlife Refuge,US Fish & Wildlife,http://www.fws.gov/refuge/humboldt_bay/,Guided Tours,"Dunes, Trails",No dogs allowed,N,Free parking but only with a permit,Y,"",""
5089,Northern,Humboldt,Arcata,Ma Lel Dunes North,https://www.californiabeaches.com/beach/ma-lel-dunes-north/,Young Ln and Vera Linda Ln,Arcata,CA,95521,40.8809,-124.1562,"Ma-le''l Dunes Cooperative Management Area, Humboldt Bay National Wildlife Refuge","BLM, Fish & Wildlife",http://www.blm.gov/ca/st/en/fo/arcata/ma-le_l_dunes_cooperative.html,"Hiking, Wildlife Watching, Beach Walking","Trails, Dunes, Picnic Tables, Restrooms, Seashells, Accessible Features",No dogs allowed,N,"Free parking, but gate is only open Friday - Monday",Y,"",""
5090,Northern,Humboldt,Arcata,Ma Lel Dunes South,https://www.californiabeaches.com/beach/ma-lel-dunes-south/,Young Ln and Vera Linda Ln,Arcata,CA,95521,40.869,-124.1623,"Ma-le''l Dunes Cooperative Management Area, BLM",BLM,http://www.blm.gov/ca/st/en/fo/arcata/ma-le_l_dunes_cooperative.html,"Hiking, Equestrian Use, Beachcombing, Beach Walking","Dunes, Restrooms, Picnic Tables, BBQs, Seashells, Trails",Dogs allowed on leash,Y,Free parking,Y,"",""
5091,Northern,Humboldt,Arcata,Mad River Beach County Park,https://www.californiabeaches.com/beach/mad-river-beach-county-park/,1 Mad River Rd,Arcata,CA,95521,40.93009,-124.13542,Mad River Beach County Park,County Park,http://www.humboldtgov.org/Facilities/Facility/Details/Mad-River-8,"Beach Walking, Equestrian Use, Bonfires, Beachcombing, Canoeing, Kayaking, Boating, Fishing, Biking, Birdwatching","Boat Launch, Dunes, Restrooms",Dogs allowed off-leash on the wave slope and on-leash on dry sand,Y,Free parking at both lots,Y,"",""
5092,Northern,Humboldt,Arcata,Manila Dunes Recreation Area Beach,https://www.californiabeaches.com/beach/manila-dunes-recreation-area-beach/,1611 Peninsula Dr,Arcata,CA,95521,40.85316,-124.17129,Manila Dunes Recreation Area,"","","Beachcombing, Beach Walking","Dunes, Restrooms, Seashells",Dogs allowed on leash,Y,Free parking,Y,"",Manila Beach
5093,Northern,Humboldt,Eureka,Friends Of The Dunes Beach,https://www.californiabeaches.com/beach/friends-of-the-dunes-beach/,220 Stamps Lane,Arcata,CA,95521,40.85873,-124.16829,"",Non-profit,http://www.friendsofthedunes.org/,"Hiking, Beachcombing","Nature Center, Dunes, Restrooms, Trails, Seashells","Dogs allowed off-leash on beach, but must be leashed on trails",Y,Free parking,Y,"",""
5094,Northern,Humboldt,Eureka,Manila Dunes Recreation Area Beach,https://www.californiabeaches.com/beach/manila-dunes-recreation-area-beach/,1611 Peninsula Dr,Arcata,CA,95521,40.85316,-124.17129,Manila Dunes Recreation Area,"","","Beachcombing, Beach Walking","Dunes, Restrooms, Seashells",Dogs allowed on leash,Y,Free parking,Y,"",Manila Beach
5095,Northern,Humboldt,Eureka,Samoa Beach,https://www.californiabeaches.com/beach/samoa-beach/,New Navy Base Rd,Samoa,CA,95564,40.82194,-124.19069,"","","","Surfing, Beachcombing, Beach Walking","Dunes, Agates, Seashells, No Facilities",Dogs allowed,Y,Free parking,Y,"",""
