,Region,County,Area,Beach Name,Beach URL,Address1,Address2,Park Name,Owner URL,Activities,Amenities,Pet Policy,Fees,Phone,Other Names
212,Southern,Orange County,Seal Beach,Seal Beach,https://www.californiabeaches.com/beach/seal-beach/,Ocean Avenue and Main Street,"Seal Beach, CA 90740",Eisenhower Park,http://www.sealbeachca.gov/Departments/Community-Services-Recreation/Parks-Facilities/Eisenhower-Park,"Surfing, Bodyboarding, Fishing, Sunbathing, Swimming, Volleyball","Lifeguard, Fishing Pier, Grass Park, Restrooms, Showers, Kids Play Area, Volleyball Courts, Benches",No dogs allowed on the beach,Fee for parking,,
213,Southern,Orange County,Seal Beach,Surfside Beach,https://www.californiabeaches.com/beach/surfside-beach/,Anderson St &amp; Surfside Ave,"Seal Beach, CA 90740",,,"Sunbathing, Surfing, Kiteboarding, Fishing, Beach Walking",No Facilities,No dogs allowed on the beach,Free parking along Pacific Ave,,
214,Southern,Los Angeles County,El Segundo,El Segundo Beach,https://www.californiabeaches.com/beach/el-segundo-beach/,Vista Del Mar and W Grand Ave,"El Segundo, CA 90293",Dockweiler State Beach,http://www.parks.ca.gov/?page_id=617,"Biking, Skating, Volleyball, Fishing, Walking, Running, Beach Walking","Lifeguard, Restrooms, Showers, Volleyball Courts, Paved Bike Path","No dogs allowed on the beach, bike path, or parking lot",Fee for parking,,
215,Southern,Los Angeles County,Hermosa Beach,Hermosa City Beach,https://www.californiabeaches.com/beach/hermosa-city-beach/,Pier Ave and Hermosa Ave,"Hermosa Beach, CA 90254",,http://beaches.lacounty.gov/hermosa-beach/,"Volleyball, Surfing, Swimming, Biking, Skating, Fishing, Walking, Running, Beach Walking","Fishing Pier, Lifeguard, Restrooms, Showers, Bike Path, Kids Play Area, Restaurant, Accessible Features",No dogs allowed on the beach or pier,Fees for parking,,
216,Southern,Los Angeles County,Long Beach,Alamitos Bay Beach,https://www.californiabeaches.com/beach/alamitos-bay-beach/,Bay Shore Ave and E Division St,"Long Beach, CA 90803",,,"Sunbathing, Swimming, Kayaking, Basketball, Running, Walking","Lifeguard, Restrooms, Rentals, Basketball Courts, Handball Courts, Kids Play Area",No dogs allowed on the beach,,,West Bayshore Beach
217,Southern,Los Angeles County,Long Beach,Alamitos Beach,https://www.californiabeaches.com/beach/alamitos-beach/,Alamitos Ave and Ocean Blvd,"Long Beach, CA 90803",,,"Volleyball, Biking, Skating, Swimming, Walking, Running","Lifeguard, Volleyball Courts, Paved Bike Path, Restrooms, Showers, Rentals",No dogs allowed on the beach,,,
218,Southern,Los Angeles County,Long Beach,Alamitos Park Beach,https://www.californiabeaches.com/beach/alamitos-park-beach/,72nd Place,"Long Beach, CA 90803",Alamitos Park,http://www.longbeach.gov/park/parks_and_open_spaces/parks/alamitos_park.asp,"Picnicking, Swimming","Grass Park, Picnic Tables, Kids Play Area",No dogs allowed on the beach,,,
219,Southern,Los Angeles County,Long Beach,Belmont Shore Beach,https://www.californiabeaches.com/beach/belmont-shore-beach/,4000 East Olympic Plaza,"Long Beach, CA 90803",,,"Biking, Skating, Walking, Running, Swimming, Fishing, Beach Walking","Fishing Pier, Lifeguard, Volleyball Courts, Paved Bike Path, Swimming Pool, Restrooms, Showers",No dogs allowed on the beach,,,"Granada Beach, Claremont Beach"
220,Southern,Los Angeles County,Long Beach,Colorado Lagoon Park,https://www.californiabeaches.com/beach/colorado-lagoon-park/,5119 East Colorado Street,"Long Beach, CA 90814",Colorado Lagoon Park,http://www.longbeach.gov/park/parks_and_open_spaces/parks/colorado_lagoon.asp,"Picnicking, Birdwatching, Golfing, Walking","Picnic Tables, BBQs, Restrooms, Showers, Grass Park, Kids Play Area, Swimming Area, Golf Course, Accessible Features",No dogs allowed on the beach,,,
221,Southern,Los Angeles County,Long Beach,Granada Beach Rosies Dog Beach,https://www.californiabeaches.com/beach/granada-beach-rosies-dog-beach/,5000 East Ocean Boulevard,"Long Beach, CA 90803",,http://www.longbeach.gov/park/parks_and_open_spaces/parks/dogzone.asp,"Dog Walking, Biking, Windsurfing, Kiteboarding","Off-leash Dog Beach, Restrooms, Showers, Lifeguard, Bike Path",Dogs allowed off-leash in dog zone 6am to 8pm daily,,,
222,Southern,Los Angeles County,Long Beach,Long Beach City Beach,https://www.californiabeaches.com/beach/long-beach-city-beach/,1 Junipero Avenue,"Long Beach, CA 90803",Bluff Park,,"Biking, Skating, Kiteboarding, Swimming, Sunbathing, Walking, Running, Beach Walking","Lifeguard, Paved Bike Path, Walking Path, Grass Park, Restrooms, Showers",No dogs allowed on the beach,,,Junipero Beach
223,Southern,Los Angeles County,Long Beach,Marine Stadium Beach,https://www.californiabeaches.com/beach/marine-stadium-beach/,5255 Paoli Way,"Long Beach, CA 90803",Marine Stadium,http://www.longbeach.gov/park/parks_and_open_spaces/parks/marine_stadium.asp,"Boating, Picnicking, Waterskiing, Rowing","Restrooms, Grass Park, Boat Launch",No dogs allowed on the beach,,,
224,Southern,Los Angeles County,Long Beach,Mothers Beach Long Beach,https://www.californiabeaches.com/beach/mothers-beach-long-beach/,5839 East Appian Way,"Long Beach, CA 90803",Marine Park,http://www.longbeach.gov/park/park-and-facilities/directory/marine-park-(mothers-beach)/,"Swimming, Volleyball, Picnicking, Kayaking, Stand-Up Paddleboarding","Grass Park, Restrooms, Swimming Area, Lifeguard, Kids Play Area, Picnic Tables, Volleyball Courts, Accessible Features, Benches",No dogs allowed on the beach,Fee for parking,,Marine Park Beach
225,Southern,Los Angeles County,Long Beach,Peninsula Bayside Beach,https://www.californiabeaches.com/beach/peninsula-bayside-beach/,E Bayshore Walk between 55th Pl and 68th Pl,"Long Beach, CA 90803",,,"Sunbathing, Swimming, Walking, Kayaking, Stand-Up Paddleboarding, Sailing","Lifeguard, Restrooms, Walking Path, Kayak Rentals",No dogs allowed on the beach,,,
226,Southern,Los Angeles County,Long Beach,Peninsula Beach,https://www.californiabeaches.com/beach/peninsula-beach/,E Seaside Walk between 55th Pl and 69th Pl,"Long Beach, CA 90803",,,"Sunbathing, Walking, Swimming, Beach Walking","Lifeguard, Boardwalk, Restrooms",No dogs allowed on the beach,,,
227,Southern,Los Angeles County,Long Beach,Shoreline Aquatic Park,https://www.californiabeaches.com/beach/shoreline-aquatic-park/,308 Golden Shore,"Long Beach, CA 90802",Shoreline Aquatic Park,http://www.longbeach.gov/park/park-and-facilities/directory/shoreline-aquatic-park/,"Picnicking, Walking","Grass Park, Picnic Tables, Restrooms, Aquarium",No dogs allowed on the beach,90 minute parking only,,
228,Southern,Los Angeles County,Los Angeles,Cabrillo Beach Harbor Beach,https://www.californiabeaches.com/beach/cabrillo-beach-harbor-beach/,3720 Stephen M. White Drive,"Los Angeles, CA 90731",Cabrillo Beach Park,http://www.laparks.org/dos/aquatic/facility/cabrilloBeachPool.htm,"Swimming, Kayaking, Volleyball, Boating, Walking, Running, Biking, Stand-Up Paddleboarding","Lifeguard, Boat Launch, Aquarium, Grass Park, Kids Play Area, Fishing Pier, Restrooms, Showers, Picnic Tables, Paved Bike Path, Accessible Features, Lighthouse",No dogs allowed on the beach,Fee for parking,,"Harborside Beach, Cabrillo City Beach"
229,Southern,Los Angeles County,Los Angeles,Cabrillo Beach Ocean Beach,https://www.californiabeaches.com/beach/cabrillo-beach-ocean-beach/,3800 Stephen M. White Drive,"Los Angeles, CA 90731",Cabrillo Beach Park,http://www.laparks.org/beach/cabrillo-beach,"Volleyball, Scuba Diving, Running, Biking, Walking, Surfing, Fishing, Picnicking, Bonfires","Lifeguard, Restrooms, Showers, Fishing Pier, Picnic Tables, Volleyball Courts, Fire Pits, Grass Park, Kids Play Area, Paved Bike Path",No dogs allowed on the beach,Fee for parking,,
230,Southern,Los Angeles County,Los Angeles,Dockweiler State Beach,https://www.californiabeaches.com/beach/dockweiler-state-beach/,Imperial Highway and Vista Del Mar,"Los Angeles, CA 90293",Dockweiler State Beach,http://beaches.lacounty.gov/dockweiler-beach/,"Volleyball, Biking, Skating, Walking, Running, Sunbathing, Surfing, Fishing, Windsurfing, Bonfires","Lifeguard, Restrooms, Showers, Volleyball Courts, Paved Bike Path, Fire Pits, Picnic Tables, BBQs, Accessible Features",No dogs allowed on the beach,Fee for parking,,
231,Southern,Los Angeles County,Los Angeles,Dockweiler State Beach South Beach,https://www.californiabeaches.com/beach/dockweiler-state-beach-south-beach/,12505 Vista Del Mar,"Los Angeles, CA 90245",Dockweiler State Beach,http://beaches.lacounty.gov/dockweiler-beach/,"Hang Gliding, Volleyball, Biking, Skating, Running, Walking, Sunbathing, Surfing, Beach Walking","Lifeguard, Restrooms, Showers, Volleyball Courts, Paved Bike Path, Hang-Gliding Launch",No dogs allowed on the beach,Fee for parking,,Dockweiler Bluff Beach
232,Southern,Los Angeles County,Los Angeles,Dockweiler State Beach Rv Park,https://www.californiabeaches.com/beach/dockweiler-state-beach-rv-park/,Imperial Hwy and Vista Del Mar,"Los Angeles, CA 90293",Dockweiler State Beach,http://www.parks.ca.gov/?page_id=617,"Camping, Biking, Walking, Fishing, Bonfires","RV Park, Campground, Fire Pits, BBQs, Restrooms, Showers, Paved Bike Path, Lifeguard",No dogs allowed on the beach,Fee for camping,,
233,Southern,Los Angeles County,Los Angeles,Marina Peninsula Beach,https://www.californiabeaches.com/beach/marina-peninsula-beach/,Pacific Avenue and Via Marina,"Marina Del Rey, CA 90292",,,"Sunbathing, Swimming, Walking, Biking, Skating","Lifeguard, Restrooms, Showers, Paved Path, Accessible Features",No dogs allowed on the beach,,,South Venice Beach
234,Southern,Los Angeles County,Los Angeles,Playa Del Rey Beach,https://www.californiabeaches.com/beach/playa-del-rey-beach/,Pacific Avenue and Culver Boulevard,"Los Angeles, CA 90293","Dockweiler State Beach, Del Rey Lagoon Park",http://www.parks.ca.gov/?page_id=617,"Volleyball, Basketball, Biking, Skating, Walking, Running, Sunbathing, Swimming, Beach Walking, Birdwatching, Fishing","Grass Park, Kids Play Area, Restrooms, Showers, Volleyball Courts, Basketball Courts, Lifeguard, Paved Bike Path",No dogs allowed on the beach,Free parking,,Toes Beach
235,Southern,Los Angeles County,Los Angeles,Point Fermin Park Beach,https://www.californiabeaches.com/beach/point-fermin-park-beach/,807 Paseo Del Mar,"Los Angeles, CA 90731",Point Fermin Park,http://www.laparks.org/dos/parks/facility/pointFerminPk.htm,"Tidepooling, Whale Watching, Beachcombing, Walking, Picnicking, Biking","Lighthouse, Grass Park, Picnic Tables, BBQs, Kids Play Area, Walking Trail, Paved Bike Trail, Restrooms, Tide Pools","No dogs allowed on the beach, leashed dogs ok in the park",,,
236,Southern,Los Angeles County,Los Angeles,Royal Palms Beach,https://www.californiabeaches.com/beach/royal-palms-beach/,W Paseo Del Mar and Kay Fiorentino Drive,"Los Angeles, CA 90731","White Point - Royal Palms Park, White Point Nature Preserve",http://beaches.lacounty.gov/white-point-royal-palms-beach/,"Scuba Diving, Swimming, Surfing, Fishing, Picnicking, Hiking","Lifeguard, Restrooms, Showers, Picnic Tables, Trails, Kids Play Area, Historic Military Sites, Accessible Features",No dogs allowed on the beach,Fee for parking,,
237,Southern,Los Angeles County,Los Angeles,Sunset Point Beach,https://www.californiabeaches.com/beach/sunset-point-beach/,17300 East Pacific Coast Highway,"Los Angeles, CA 90272",Will Rogers State Beach,http://beaches.lacounty.gov/wps/portal/dbh/beaches/,"Surfing, Fishing, Sunbathing, Beach Walking","Lifeguard, Restrooms, Showers, Restaurant",No dogs allowed on the beach,Free street parking,,Sunset Beach
238,Southern,Los Angeles County,Los Angeles,Venice City Beach,https://www.californiabeaches.com/beach/venice-city-beach/,Windward Ave and Ocean Front Walk,"Los Angeles, CA 90291",Venice Beach Park,http://www.laparks.org/venice,"Volleyball, Basketball, Handball, Racquetball, Tennis, Skateboarding, Walking, Biking, Skating, Weightlifting, Surfing, Windsurfing, Kiteboarding, Swimming, Sunbathing, Parasailing, People Watching","Grass Park, Skatepark, Tennis Courts, Basketball Courts, Volleyball Courts, Handball Courts, Restrooms, Showers, Lifeguard, Paved Bike Path, Walking Path, Kids Play Area, Restaurants, Accessible Features",No dogs allowed on the beach,Fee for parking,,Muscle Beach
239,Southern,Los Angeles County,Los Angeles,Venice Pier Beach,https://www.californiabeaches.com/beach/venice-pier-beach/,W Washington Blvd and Ocean Front Walk,"Los Angeles, CA 90291",,http://beaches.lacounty.gov/venice-beach/,"Surfing, Swimming, Sunbathing, Volleyball, Biking, Skating, Fishing, Windsurfing, Bodysurfing","Fishing Pier, Lifeguard, Restrooms, Showers, Volleyball Courts, Paved Bike Path, Picnic Tables, Restaurants",No dogs allowed on the beach,Fee for parking,,
240,Southern,Los Angeles County,Los Angeles,White Point Beach,https://www.californiabeaches.com/beach/white-point-beach/,W Paseo Del Mar and Kay Fiorentino Drive,"Los Angeles, CA 90731","White Point - Royal Palms Park, White Point Nature Preserve",http://beaches.lacounty.gov/white-point-royal-palms-beach/,"Tidepooling, Scuba Diving, Whale Watching, Swimming, Fishing, Hiking, Picnicking","Tide Pools, Lifeguard, Restrooms, Showers, Picnic Tables, Trails, Kids Play Area, Historic Military Sites",No dogs allowed on the beach,Fee for parking,,Whites Beach
241,Southern,Los Angeles County,Los Angeles,Will Rogers State Beach,https://www.californiabeaches.com/beach/will-rogers-state-beach/,Temescal Canyon Rd and Pacific Coast Highway,"Los Angeles, CA 90272",Will Rogers State Beach,http://beaches.lacounty.gov/will-rogers-beach/,"Volleyball, Swimming, Diving, Surfing, Bodyboarding, Fishing, Windsurfing, Sunbathing, Biking, Skating","Lifeguard, Restrooms, Showers, Volleyball Courts, Paved Bike Path, Accessible Features, Picnic Tables",No dogs allowed on the beach,Fee for parking,(310) 305-9503,Ginger Rogers Beach
242,Southern,Los Angeles County,Malibu,Amarillo Beach,https://www.californiabeaches.com/beach/amarillo-beach/,24436 Malibu Road,"Malibu, CA 90265",Malibu Bluffs Recreation Area,http://www.coastal.ca.gov/access/MalibuGuide2010.pdf,"Surfing, Hiking, Beach Walking, Scuba Diving, Sunbathing","Trails, No Facilities",No dogs allowed on the beach,,,
243,Southern,Los Angeles County,Malibu,Big Rock Beach,https://www.californiabeaches.com/beach/big-rock-beach/,20000 Pacific Coast Highway,"Malibu, CA 90265",,http://www.coastal.ca.gov/access/MalibuGuide2010.pdf,"Fishing, Beach Walking, Scuba Diving, Birdwatching",No Facilities,No dogs allowed on the beach,,,
244,Southern,Los Angeles County,Malibu,Broad Beach,https://www.californiabeaches.com/beach/broad-beach/,31200 Broad Beach Road,"Malibu, CA 90265",,https://www.coastal.ca.gov/access/malibuguide2010.pdf,"Beach Walking, Surfing, Tidepooling, Diving, Windsurfing, Bodyboarding, Fishing","Tide Pools, No Facilities",No dogs allowed on the beach,Free parking available nearby,,Trancas Beach
245,Southern,Los Angeles County,Malibu,Carbon Beach East Access,https://www.californiabeaches.com/beach/carbon-beach-east-access/,22126 Pacific Coast Hwy,"Malibu, CA 90265",,http://www.coastal.ca.gov/access/Carbon_Beach_Access.pdf,"Beach Walking, Sunbathing",No Facilities,No dogs allowed on the beach,Free street parking,,"David Geffen Access, Billionaires Beach"
246,Southern,Los Angeles County,Malibu,Carbon Beach West Access,https://www.californiabeaches.com/beach/carbon-beach-west-access/,22466 Pacific Coast Hwy,"Malibu, CA 90265",,http://www.coastal.ca.gov/access/Carbon_Beach_Access.pdf,"Sunbathing, Beach Walking",No Facilities,No dogs allowed on the beach,Free street parking,,"Ackerberg Access, Billionaires Beach"
247,Southern,Los Angeles County,Malibu,Carbon Beach Zonker Harris Access,https://www.californiabeaches.com/beach/carbon-beach-zonker-harris-access/,22664 Pacific Coast Hwy,"Malibu, CA 90265",,http://www.coastal.ca.gov/access/Carbon_Beach_Access.pdf,"Beach Walking, Sunbathing",No Facilities,No dogs allowed on the beach,Free street parking,,"Carbon Beach West Access, Billionaires Beach"
248,Southern,Los Angeles County,Malibu,Dan Blocker County Beach,https://www.californiabeaches.com/beach/dan-blocker-county-beach/,26000 Pacific Coast Highway,"Malibu, CA 90265",,http://beaches.lacounty.gov/dan-blocker-beach/,"Surfing, Scuba Diving, Snorkeling, Fishing, Beach Walking, Swimming, Sunbathing, Tidepooling, Hiking","Lifeguard, Toilets, Tide Pools, Picnic Tables, Campground, Restaurant",No dogs allowed on the beach,Free street and lot parking,,"Corral Beach, Solstice Canyon, Dan Blocker State Beach"
249,Southern,Los Angeles County,Malibu,El Matador State Beach,https://www.californiabeaches.com/beach/el-matador-state-beach/,32200 Pacific Coast Highway,"Malibu, CA 90265",Robert H. Meyer Memorial State Beach,http://www.parks.ca.gov/?page_id=633,"Sunbathing, Beach Exploration, Birdwatching, Snorkeling, Swimming, Beach Walking, Cave Exploration, Photography","Caves, Toilets, Picnic Tables",No dogs allowed on the beach,Fee for parking,818-880-0363,
250,Southern,Los Angeles County,Malibu,El Pescador State Beach,https://www.californiabeaches.com/beach/el-pescador-state-beach/,32900 Pacific Coast Highway,"Malibu, CA 90265",Robert H. Meyer Memorial State Beach,http://www.parks.ca.gov/?page_id=633,"Tidepooling, Sunbathing, Beachcombing, Birdwatching","Toilets, Picnic Tables, Tide Pools",No dogs allowed on the beach,Fee for parking,818-880-0363,
251,Southern,Los Angeles County,Malibu,El Sol Beach,https://www.californiabeaches.com/beach/el-sol-beach/,33550 Pacific Coast Highway,"Malibu, CA 90265",,https://www.latimes.com/archives/la-xpm-2007-sep-02-me-elsol2-story.html,"Beach Exploration, Beachcombing",No Facilities,No dogs allowed on the beach,,,El Sol County Beach
252,Southern,Los Angeles County,Malibu,Escondido Beach,https://www.californiabeaches.com/beach/escondido-beach/,27420 Pacific Coast Highway,"Malibu, CA 90265",,https://documents.coastal.ca.gov/assets/access/Escondido_Beach_Public_Shoreline_Access.pdf,"Scuba Diving, Kayaking, Beachcombing",No Facilities,No dogs allowed on the beach,Limited free street parking,,
253,Southern,Los Angeles County,Malibu,La Costa Beach,https://www.californiabeaches.com/beach/la-costa-beach/,21440 Pacific Coast Highway,"Malibu, CA 90265",,http://www.coastal.ca.gov/access/MalibuGuide2010.pdf,Beach Walking,No Public Facilities,No dogs allowed on the beach,,,
254,Southern,Los Angeles County,Malibu,La Piedra State Beach,https://www.californiabeaches.com/beach/la-piedra-state-beach/,32700 Pacific Coast Highway,"Malibu, CA 90265",Robert H. Meyer Memorial State Beach,http://www.parks.ca.gov/?page_id=633,"Tidepooling, Sunbathing, Beachcombing, Birdwatching","Toilets, Picnic Tables, Tide Pools",No dogs allowed on the beach,Fee for parking,818-880-0363,
255,Southern,Los Angeles County,Malibu,Las Flores Beach,https://www.californiabeaches.com/beach/las-flores-beach/,20466 Pacific Coast Highway,"Malibu, CA 90265",,http://www.coastal.ca.gov/access/MalibuGuide2010.pdf,Beach Walking,No Facilities,No dogs allowed on the beach,,,
256,Southern,Los Angeles County,Malibu,Las Tunas Beach,https://www.californiabeaches.com/beach/las-tunas-beach/,19444 Pacific Coast Highway,"Malibu, CA 90265",,http://beaches.lacounty.gov/las-tunas-beach/,"Fishing, Scuba Diving","Lifeguard, Toilet",No dogs allowed on the beach,,,
257,Southern,Los Angeles County,Malibu,Latigo Beach,https://www.californiabeaches.com/beach/latigo-beach/,Latigo Shore Dr and Pacific Coast Hwy,"Malibu, CA 90265",,http://www.coastal.ca.gov/access/MalibuGuide2010.pdf,"Beach Walking, Surfing, Scuba Diving, Fishing",No Facilities,No dogs allowed on the beach,Free street parking,,
258,Southern,Los Angeles County,Malibu,Lechuza Beach,https://www.californiabeaches.com/beach/lechuza-beach/,31712 Broad Beach Road,"Malibu, CA 90265",,http://www.coastal.ca.gov/access/MalibuGuide2010.pdf,"Sunbathing, Tidepooling, Beach Walking","Tide Pools, No Facilities",No dogs allowed on the beach,Free street parking,,
259,Southern,Los Angeles County,Malibu,Leo Carrillo State Park North Beach,https://www.californiabeaches.com/beach/leo-carrillo-state-park-north-beach/,35000 Pacific Coast Highway,"Malibu, CA 90265",Leo Carrillo State Park,http://www.parks.ca.gov/?page_id=616,"Hiking, Biking, Fishing, Scuba Diving, Whale Watching, Swimming, Camping","Campground, Lifeguard, Restrooms, Showers, Picnic Tables, Caves, Accessible Features",Dogs allowed on leash north of lifeguard station 3,Fee for parking,,Heavens
260,Southern,Los Angeles County,Malibu,Leo Carrillo State Park South Beach,https://www.californiabeaches.com/beach/leo-carrillo-state-park-south-beach/,35000 Pacific Coast Highway,"Malibu, CA 90265","Leo Carrillo State Park, Nicholas Flat Natural Preserve",http://www.parks.ca.gov/?page_id=616,"Hiking, Biking, Surfing, Tidepooling, Fishing, Scuba Diving, Camping, Swimming","Campground, Trails, Lifeguard, Restrooms, Showers, Caves, Tide Pools, Accessible Features, Seashells",No dogs allowed on the beach,Fee for parking,,
261,Southern,Los Angeles County,Malibu,Leo Carrillo State Park Staircase Beach,https://www.californiabeaches.com/beach/leo-carrillo-state-park-staircase-beach/,40000 Pacific Coast Highway,"Malibu, CA 90265",Leo Carrillo State Park,http://www.parks.ca.gov/?page_id=616,"Surfing, Fishing, Beach Walking",No Facilities,Dogs allowed on leash,Fee for parking,,Heavens
262,Southern,Los Angeles County,Malibu,Little Dume Beach,https://www.californiabeaches.com/beach/little-dume-beach/,Whitesands Place,"Malibu, CA 90265",Point Dume State Marine Reserve,,"Surfing, Tidepooling, Beachcombing, Scuba Diving","Tide Pools, No Public Facilities","Dogs allowed on-leash above mean high tide level, but not below it (can't be walked from adjacent beaches)",Fees for parking at Paradise Cove and Point Dume,,"Malibu Riviera II Beach Easement, Little Dume Beach Club"
263,Southern,Los Angeles County,Malibu,Malibu Colony Beach,https://www.californiabeaches.com/beach/malibu-colony-beach/,Malibu Colony Road,"Malibu, CA 90265",,http://www.coastal.ca.gov/access/MalibuGuide2010.pdf,"Beach Walking, Tidepooling","Tide Pools, No Facilities",No dogs allowed on the beach,Can pay for parking at the state beach lot or get free parking on Malibu Rd.,,Malibu Beach
264,Southern,Los Angeles County,Malibu,Malibu Lagoon State Beach,https://www.californiabeaches.com/beach/malibu-lagoon-state-beach/,23500 Pacific Coast Highway,"Malibu, CA 90265",Malibu Lagoon State Beach,http://www.parks.ca.gov/?page_id=835,"Surfing, Sunbathing, Walking, Birdwatching, Whale Watching, Swimming, Tidepooling","Lifeguard, Toilets, Trails, Museum, Wetlands, Picnic Tables, Tide Pools",No dogs allowed on the beach,Fee for parking,,
265,Southern,Los Angeles County,Malibu,Malibu Surfrider Beach,https://www.californiabeaches.com/beach/malibu-surfrider-beach/,23200 Pacific Coast Highway,"Malibu, CA 90265",Malibu Lagoon State Beach,http://beaches.lacounty.gov/malibu-surfrider-beach/,"Surfing, Fishing, Swimming, Sunbathing, Scuba Diving, Whale Watching, Volleyball","Fishing Pier, Lifeguard, Restrooms, Showers, Volleyball Court, Museum, Accessible Features",No dogs allowed on the beach,Fee for parking,,
266,Southern,Los Angeles County,Malibu,Nicholas Canyon County Beach,https://www.californiabeaches.com/beach/nicholas-canyon-county-beach/,33850 Pacific Coast Highway,"Malibu, CA 90265",,http://beaches.lacounty.gov/nicholas-canyon-beach/,"Surfing, Fishing, Swimming, Sunbathing, Picnicking, Scuba Diving, Windsurfing, Tidepooling, Beach Walking","Lifeguard, Picnic Tables, Benches, Restrooms, Showers, Tide Pools, Accessible Features",No dogs allowed on the beach,Fee for parking,,Zeros
267,Southern,Los Angeles County,Malibu,Paradise Cove Beach,https://www.californiabeaches.com/beach/paradise-cove-beach/,28128 Pacific Coast Highway,"Malibu, CA 90265",,http://www.paradisecovemalibu.com/,"Sunbathing, Swimming, Fishing, Tidepooling, Beachcombing","Fishing Pier, Restaurant, Restrooms, Showers, Tide Pools, Beach Chairs",No dogs allowed on the property or at the beach,Fee for parking,,
268,Southern,Los Angeles County,Malibu,Pirates Cove Beach Malibu,https://www.californiabeaches.com/beach/pirates-cove-beach-malibu/,7103 Westward Beach Road,"Malibu, CA 90265",Point Dume State Marine Reserve,http://www.parks.ca.gov/?page_id=623,"Beach Exploration, Hiking, Photography","Trails, No Facilities",No dogs allowed on the beach,Fee for parking,,
269,Southern,Los Angeles County,Malibu,Point Dume State Beach,https://www.californiabeaches.com/beach/point-dume-state-beach/,29245 Cliffside Drive,"Malibu, CA 90265","Point Dume State Beach, Point Dume Natural Preserve, Point Dume State Marine Reserve",http://www.parks.ca.gov/?page_id=623,"Scuba Diving, Tidepooling, Beachcombing, Hiking, Rock Climbing, Whale Watching, Fishing, Surfing, Birdwatching, Wildlife Watching","Tide Pools, Trails, No Facilities",No dogs allowed on the beach or in the preserve,Fee for parking,,"Big Dume Beach, Dume Cove"
270,Southern,Los Angeles County,Malibu,Puerco Beach,https://www.californiabeaches.com/beach/puerco-beach/,25120 Malibu Road,"Malibu, CA 90265",,http://www.coastal.ca.gov/access/MalibuGuide2010.pdf,"Beach Walking, Sunbathing",No Facilities,No dogs allowed on the beach,,,
271,Southern,Los Angeles County,Malibu,Sycamore Cove Beach,https://www.californiabeaches.com/beach/sycamore-cove-beach/,Pacific Coast Highway and Sycamore Canyon Rd,"Malibu, CA 90265",Point Mugu State Beach,http://www.parks.ca.gov/?page_id=630,"Hiking, Camping, Fishing, Picnicking","Campground, Lifeguard, Restrooms, Showers, Picnic Tables, BBQs, Nature Center, Trails, Tide Pools",Dogs allowed on leash,Fee for parking,,
272,Southern,Los Angeles County,Malibu,Topanga Beach,https://www.californiabeaches.com/beach/topanga-beach/,Pacific Coast Hwy and S Topanga Canyon Blvd,"Malibu, CA 90265",,http://beaches.lacounty.gov/topanga-beach/,"Surfing, Fishing, Scuba Diving, Sunbathing, Fishing","Lifeguard, Restrooms, Showers, Picnic Tables, Accessible Features",No dogs allowed on the beach,Fee for parking,,Topanga State Beach
273,Southern,Los Angeles County,Malibu,Westward Beach,https://www.californiabeaches.com/beach/westward-beach/,7103 Westward Beach Road,"Malibu, CA 90265",Zuma County Beach Park,http://beaches.lacounty.gov/wps/portal/dbh/beaches/,"Surfing, Swimming, Fishing, Hiking, Sunbathing","Lifeguard, Restrooms, Showers, Picnic Tables, Accessible Features",No dogs allowed on the beach,Fee for parking,,
274,Southern,Los Angeles County,Malibu,Zuma County Beach,https://www.californiabeaches.com/beach/zuma-county-beach/,Pacific Coast Highway and Busch Dr,"Malibu, CA 90265",Zuma County Beach Park,http://beaches.lacounty.gov/zuma-beach/,"Volleyball, Surfing, Scuba Diving, Fishing, Swimming, Windsurfing, Bodysurfing, Bodyboarding","Lifeguard, Restrooms, Showers, Snack Bar, Picnic Tables, Volleyball Courts, Kids Play Area, Accessible Features",No dogs allowed on the beach,"Fee for parking in lot, free along highway",,
275,Southern,Los Angeles County,Manhattan Beach,El Porto Beach,https://www.californiabeaches.com/beach/el-porto-beach/,45th Street and The Strand,"Manhattan Beach, CA 90266",,,"Surfing, Volleyball, Biking, Skating, Walking, Running, Beach Walking","Lifeguard, Restrooms, Showers, Bike Path, Volleyball Courts, Accessible Features, Restaurant",No dogs allowed on the beach,,,
276,Southern,Los Angeles County,Manhattan Beach,Manhattan County Beach,https://www.californiabeaches.com/beach/manhattan-county-beach/,Manhattan Beach Blvd and The Strand,"Manhattan Beach, CA 90266",,http://beaches.lacounty.gov/manhattan-beach/,"Surfing, Volleyball, Swimming, Bodysurfing, Windsurfing, Biking, Skating, Walking, Running, Fishing, Beach Walking","Pier, Lifeguard, Restrooms, Showers, Bike Path, Volleyball Courts, Kids Play Area, Restaurant, Accessible Features",No dogs allowed on the beach,,,
