,id,title,name1,latitude,longitude,address,city,county,state,zip,county,active,grade_updated,dry_grade,wet_grade,annual_summer_dry,annual_year_wet,annual_winter_dry,annual_year,grade_created
110,434,Cowell Beach at the Stairs,Cowell Beach,36.957728000000000,-122.025704000000000,,Santa Cruz,Santa Cruz,CA,95060,Santa Cruz,True,2021-04-02T00:00:00.000Z,A+,F,A,A,B,2018,2021-04-02T00:00:00.000Z
111,643,Cowell Beach west edge of Dream Inn,Cowell Beach,36.960293000000000,-122.024665000000000,,Santa Cruz,Santa Cruz,CA,95060,Santa Cruz,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
112,435,"Cowell Beach, west of the wharf",Cowell Beach,36.961822000000000,-122.023193000000000,,Santa Cruz,Santa Cruz,CA,95060,Santa Cruz,True,2021-04-02T00:00:00.000Z,A+,A+,D,B,B,2018,2021-04-02T00:00:00.000Z
113,629,Coyote Point,Coyote Point,37.590187194000000,-122.324605553000000,,San Mateo,San Mateo,CA,94401,San Mateo,True,2021-04-02T00:00:00.000Z,A+,C,A+,A,A,2018,2021-04-02T00:00:00.000Z
114,493,"Crissy Field Beach East, 202.4 Station",Crissy Field Beach,37.806571000000000,-122.451804000000000,,San Francisco,San Francisco,CA,94129,San Francisco,True,2021-04-02T00:00:00.000Z,A+,A,A+,B,F,2018,2021-04-02T00:00:00.000Z
115,627,Crissy Field Beach West 202.5 station,Crissy Field Beach,37.806977000000000,-122.468534000000000,,San Francisco,San Francisco,CA,94129,San Francisco,True,2021-04-02T00:00:00.000Z,A+,A+,A+,B,A+,2018,2021-04-02T00:00:00.000Z
116,491,"Crissy Field Beach West, 202.2 Station",,37.805733330000000,-122.456900000000000,,San Francisco,San Francisco,CA,94129,San Francisco,False,2008-07-23T00:00:00.000Z,ns,ns,,,,,2008-07-23T00:00:00.000Z
117,490,"Crissy Field Beach, Coast Guard Station",,118.000000000000000,65.000000000000000,,,San Francisco,CA,,San Francisco,False,,,,,,,,
118,492,"Crissy Field Beach, Lagoon Mouth",,118.000000000000000,65.000000000000000,,,San Francisco,CA,,San Francisco,False,,,,,,,,
119,494,"Crissy Field Beach, St. Francis Yacht Club",,118.000000000000000,65.000000000000000,,,San Francisco,CA,,San Francisco,False,,,,,,,,
120,619,Crown Beach 2001 Shoreline Dr.,Crown Beach,37.757306000000000,-122.259216000000000,,Coast Guard Isla,Alameda,CA,94501,Alameda,True,2021-04-02T00:00:00.000Z,A+,A,A,A,ns,2018,2021-04-02T00:00:00.000Z
121,616,Crown Beach Bath House,Crown Beach,37.765825000000000,-122.275060000000000,,Coast Guard Isla,Alameda,CA,94501,Alameda,True,2021-04-02T00:00:00.000Z,A+,A+,A,A,ns,2018,2021-04-02T00:00:00.000Z
122,620,Crown Beach Bird Sanctuary,Crown Beach,37.753987000000000,-122.250771000000000,,Coast Guard Isla,Alameda,CA,94501,Alameda,True,2021-04-02T00:00:00.000Z,B,D,A,C,ns,2018,2021-04-02T00:00:00.000Z
123,997,Crown Beach Crab Cove,Crown Beach,37.768158000000000,-122.276330000000000,,,Alameda,CA,,Alameda,True,2021-04-02T00:00:00.000Z,A+,A+,C,F,ns,2018,2021-04-02T00:00:00.000Z
124,618,Crown Beach Sunset Rd.,Crown Beach,37.759396000000000,-122.265284000000000,,Coast Guard Isla,Alameda,CA,94501,Alameda,True,2021-04-02T00:00:00.000Z,A+,A+,A,A,ns,2018,2021-04-02T00:00:00.000Z
125,617,Crown Beach Windsurfer Corner,Crown Beach,37.762876000000000,-122.272740000000000,,Coast Guard Isla,Alameda,CA,94501,Alameda,True,2021-04-02T00:00:00.000Z,A+,A+,A+,B,ns,2018,2021-04-02T00:00:00.000Z
126,296,Crystal Cove,Crystal Cove,33.573805000000000,-117.840761000000000,,Newport Beach,Orange,CA,92657,Orange,True,2021-04-02T00:00:00.000Z,A+,A+,A+,A+,A+,2018,2021-04-02T00:00:00.000Z
127,207,Crystal Cove at El Moro Beach,El Moro Beach,33.560044000000000,-117.822178000000000,,Laguna Niguel,Orange,CA,92651,Orange,True,2021-02-12T00:00:00.000Z,A+,ns,,,,,2021-02-12T00:00:00.000Z
128,206,Crystal Cove at Muddy Creek Beach,Muddy Creek Beach,33.563772000000000,-117.828256000000000,,Laguna Niguel,Orange,CA,92651,Orange,True,2021-04-02T00:00:00.000Z,A+,B,,,,,2021-04-02T00:00:00.000Z
129,204,Crystal Cove at Pelican Point,Pelican Point Beach,33.582210000000000,-117.856940000000000,,Newport Beach,Orange,CA,92657,Orange,True,2021-04-02T00:00:00.000Z,A+,A+,,,,,2021-04-02T00:00:00.000Z
130,235,Dana Point - Capistrano County Beach,Capistrano County Beach,33.454500000000000,-117.668270000000000,,Capistrano Beach,Orange,CA,92624,Orange,True,2021-03-19T00:00:00.000Z,A+,ns,A+,A+,A,2018,2021-03-19T00:00:00.000Z
131,263,Dana Point - Dana Strands Beach,Dana Strands Beach,33.469126000000000,-117.718022000000000,,Capistrano Beach,Orange,CA,92624,Orange,True,2021-03-19T00:00:00.000Z,A+,ns,A+,A+,A+,2018,2021-03-19T00:00:00.000Z
132,226,Dana Point - Marine Institute Beach,Marine Science Institute Beach,33.460400000000000,-117.707977000000000,,Monarch Bay,Orange,CA,92629,Orange,True,2021-03-19T00:00:00.000Z,A+,ns,A+,A+,A+,2018,2021-03-19T00:00:00.000Z
133,236,Dana Point - North Capistrano Bay Community Beach,Capistrano County Beach,33.450900000000000,-117.661370000000000,,Capistrano Beach,Orange,CA,92624,Orange,True,2021-03-19T00:00:00.000Z,A+,ns,A+,A+,A,2018,2021-03-19T00:00:00.000Z
134,237,Dana Point - South Capistrano Bay Community Beach,Capistrano County Beach,33.447602000000000,-117.655577000000000,,Capistrano Beach,Orange,CA,92624,Orange,True,2021-03-19T00:00:00.000Z,A+,ns,A+,A+,A+,2018,2021-03-19T00:00:00.000Z
135,244,Dana Point Harbor Baby Beach - Buoy Line,Dana Point Harbor,33.462700000000000,-117.705050000000000,,Monarch Bay,Orange,CA,92629,Orange,True,2021-03-19T00:00:00.000Z,A,ns,A+,A+,A,2018,2021-03-19T00:00:00.000Z
136,246,Dana Point Harbor Baby Beach - East End,Dana Point Harbor,33.462434000000000,-117.704098000000000,,Monarch Bay,Orange,CA,92629,Orange,True,2021-03-19T00:00:00.000Z,A,ns,A+,A+,A,2018,2021-03-19T00:00:00.000Z
137,245,Dana Point Harbor Baby Beach - Swim Area,Dana Point Harbor,33.462630000000000,-117.704690000000000,,Monarch Bay,Orange,CA,92629,Orange,True,2021-03-19T00:00:00.000Z,A+,ns,A,A+,A,2018,2021-03-19T00:00:00.000Z
138,243,Dana Point Harbor Baby Beach - West End,Dana Point Harbor,33.463000000000000,-117.705660000000000,,Monarch Bay,Orange,CA,92629,Orange,True,2021-03-19T00:00:00.000Z,A+,ns,B,A+,B,2018,2021-03-19T00:00:00.000Z
139,247,Dana Point Harbor Guest Dock,Dana Point Harbor,33.462005000000000,-117.703414000000000,,Monarch Bay,Orange,CA,92629,Orange,True,2021-03-19T00:00:00.000Z,A+,ns,A+,A+,A,2018,2021-03-19T00:00:00.000Z
140,2087,Dana Point Harbor Pier,,33.46133,-117.7055,,Dana Point,Orange,CA,92629,Orange,False,,,,,,,,
141,2088,Dana Point Harbor Pilgrim Dock,Dana Point Harbor,33.46166,-117.7058333,,Dana Point,Orange,CA,92629,Orange,False,,,,,,,,
142,248,Dana Point Harbor Youth Dock,Dana Point Harbor,33.461892000000000,-117.704270000000000,,Monarch Bay,Orange,CA,92629,Orange,True,2021-03-19T00:00:00.000Z,A+,ns,A+,A+,A+,2018,2021-03-19T00:00:00.000Z
143,2102,"Dana Point Harbor, Harbor Patrol Dock",Dana Point Harbor,33.45845,-117.6935518,,Dana Point,Orange,CA,92629,Orange,False,,,,,,,,
144,2103,"Dana Point Harbor, M Dock (East Basin)",Dana Point Harbor,33.46031,-117.6961325,,Dana Point,Orange,CA,92629,Orange,False,,,,,,,,
145,2086,Dana Point Harbor-Fuel Dock,Dana Point Harbor,33.4595,-117.6905,,Dana Point,Orange,CA,92629,Orange,False,,,,,,,,
146,230,"Dana Point- Doheny Beach, south of San Juan Creek",Doheny State Beach,33.461078000000000,-117.681121000000000,,Capistrano Beach,Orange,CA,92624,Orange,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
147,298,"Dana Point- north beach, Doheny",,118.000000000000000,500.000000000000000,,,Orange,CA,,Orange,False,,,,,,,,
148,429,Davenport Beach at San Vicente Creek,Davenport Landing Beach,37.009248000000000,-122.193937000000000,,Davenport,Santa Cruz,CA,95017,Santa Cruz,True,2019-03-15T00:00:00.000Z,ns,,ns,A+,ns,2018,2019-03-15T00:00:00.000Z
149,428,Davenport Landing Beach at Molino Creek,Davenport Landing Beach,118.000000000000000,80.000000000000000,,,Santa Cruz,CA,,Santa Cruz,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
150,128,Deer Creek Beach- 50 yds. south of creek,Deer Creek,34.061835000000000,-118.985829000000000,,Camarillo,Ventura,CA,93011,Ventura,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
151,636,Del Mar Sea Orbit Ln.,,32.955071000000000,-117.267504000000000,,,San Diego,CA,,San Diego,False,2008-12-13T00:00:00.000Z,ns,ns,,,,,2008-12-13T00:00:00.000Z
152,637,Del Mar south - 4th Street,,32.947050000000000,-117.264633000000000,,,San Diego,CA,,San Diego,False,2008-12-13T00:00:00.000Z,ns,ns,,,,,2008-12-13T00:00:00.000Z
153,305,"Del Mar, San Dieguito River Beach",Del Mar,32.974680000000000,-117.270610000000000,,Solana Beach,San Diego,CA,92075,San Diego,True,2021-04-02T00:00:00.000Z,A+,A+,A,A+,ns,2018,2021-04-02T00:00:00.000Z
154,306,"Del Mar, proj. of 17th Street",Del Mar,32.962390000000000,-117.268730000000000,,Solana Beach,San Diego,CA,92075,San Diego,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
155,308,"Del Mar, projection of 12th Street",Del Mar,32.955600000000000,-117.267850000000000,,Del Mar,San Diego,CA,92014,San Diego,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
156,307,"Del Mar, projection of 15th Street",Del Mar,32.959970000000000,-117.268730000000000,,Del Mar,San Diego,CA,92014,San Diego,True,2021-04-02T00:00:00.000Z,A+,A+,A+,ns,ns,2018,2021-04-02T00:00:00.000Z
157,1073,Descanso Bay - between fire pits,Descanso Bay,33.350740000000000,-118.328429500000000,,Avalon,Los Angeles,CA,90704,Los Angeles,True,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
158,1072,Descanso Bay - end of beach,Descanso Bay,33.351218300000000,-118.328615900000000,,Avalon,Los Angeles,CA,90704,Los Angeles,True,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
159,542,Dillon Beach,Dillon Beach,38.249069000000000,-122.969253000000000,,Dillon Beach,Marin,CA,94929,Marin,True,2020-11-06T00:00:00.000Z,A+,ns,A+,A+,ns,2018,2020-11-06T00:00:00.000Z
160,1045,Diver's Cove (Point Zero),Diver's Cove,33.544750000000000,-117.794580000000000,,,Orange,CA,,Orange,True,2021-03-05T00:00:00.000Z,A+,ns,,,,,2021-03-05T00:00:00.000Z
161,41,Dockweiler Beach- opposite Hyperion Treatment Plant,Dockweiler State Beach,33.918933000000000,-118.431592000000000,,Playa Del Rey,Los Angeles,CA,90293,Los Angeles,True,2021-04-02T00:00:00.000Z,A+,A+,,,,,2021-04-02T00:00:00.000Z
162,37,Dockweiler State Beach at Ballona Creek mouth,Dockweiler State Beach,33.961154700000000,-118.456217900000000,,Playa Del Rey,Los Angeles,CA,90293,Los Angeles,True,2021-04-02T00:00:00.000Z,A+,A+,,,,,2021-04-02T00:00:00.000Z
163,38,Dockweiler State Beach at Culver Blvd. drain,Dockweiler State Beach,33.956461000000000,-118.451844000000000,,Playa Del Rey,Los Angeles -- LA City,CA,90293,Los Angeles -- LA City,True,2021-04-02T00:00:00.000Z,D,F,,,,,2021-04-02T00:00:00.000Z
164,42,Dockweiler State Beach at Grand Ave. drain,Dockweiler State Beach,33.915612000000000,-118.429727000000000,,Manhattan Beach,Los Angeles,CA,90266,Los Angeles,True,2021-04-02T00:00:00.000Z,A+,A+,A+,A+,A+,2018,2021-04-02T00:00:00.000Z
165,40,Dockweiler State Beach at Imperial Hwy drain,Dockweiler State Beach,33.930060000000000,-118.437131000000000,,Playa Del Rey,Los Angeles -- LA City,CA,90293,Los Angeles -- LA City,True,2021-04-02T00:00:00.000Z,A+,C,A,D,A+,2018,2021-04-02T00:00:00.000Z
166,39,Dockweiler State Beach at World Way (south of D&W jetty),Dockweiler State Beach,33.938700000000000,-118.441000000000000,,Playa Del Rey,Los Angeles,CA,90293,Los Angeles,True,2021-04-02T00:00:00.000Z,A+,A+,,,,,2021-04-02T00:00:00.000Z
167,1059,Doheney Beach South drain (Point Zero),Doheny State Beach,33.460300000000000,-117.677640000000000,,,Orange,CA,,Orange,True,2021-01-29T00:00:00.000Z,A+,A+,,,,,2021-01-29T00:00:00.000Z
168,232,Doheny Beach - 2000' south of outfall,Doheny State Beach,33.459380000000000,-117.676300000000000,,Capistrano Beach,Orange,CA,92624,Orange,True,2021-03-05T00:00:00.000Z,A+,A+,A,A+,A,2018,2021-03-05T00:00:00.000Z
169,234,Doheny State Beach - End of the Park,Doheny State Beach,33.456128000000000,-117.670669000000000,,Capistrano Beach,Orange,CA,92624,Orange,True,2021-01-29T00:00:00.000Z,A+,A+,,,,,2021-01-29T00:00:00.000Z
170,231,Doheny State Beach - Last Campground,Doheny State Beach,33.460591000000000,-117.679139000000000,,Capistrano Beach,Orange,CA,92624,Orange,True,2021-03-05T00:00:00.000Z,A+,A+,A,A+,A+,2018,2021-03-05T00:00:00.000Z
171,228,Doheny State Beach - Mid Beach,Doheny State Beach,33.461744000000000,-117.686556000000000,,Monarch Bay,Orange,CA,92629,Orange,True,2021-03-05T00:00:00.000Z,A+,D,A+,A+,C,2018,2021-03-05T00:00:00.000Z
172,227,Doheny State Beach - North Beach,Doheny State Beach,33.461390000000000,-117.689280000000000,,Monarch Bay,Orange,CA,92629,Orange,True,2021-04-02T00:00:00.000Z,A+,ns,,,,,2021-04-02T00:00:00.000Z
173,233,Doheny State Beach - Pedestrian Bridge,Doheny State Beach,33.457748000000000,-117.673500000000000,,Capistrano Beach,Orange,CA,92624,Orange,True,2021-01-29T00:00:00.000Z,A+,A+,A,A+,A,2018,2021-01-29T00:00:00.000Z
174,229,Doheny State Beach - San Juan Creek Interface,Doheny State Beach,33.461600000000000,-117.682610000000000,,Capistrano Beach,Orange,CA,92624,Orange,True,2021-03-05T00:00:00.000Z,A+,B,A,A,A,2018,2021-03-05T00:00:00.000Z
175,486,Doran Regional Park Beach,DoranRegionalPark,38.313116819000000,-123.043051164000000,,Bodega Bay,Sonoma,CA,94923,Sonoma,True,2020-11-06T00:00:00.000Z,A+,ns,A+,A+,ns,2018,2020-11-06T00:00:00.000Z
176,555,Drake's Beach,Drake's Beach,38.027300000000000,-122.961500000000000,,Point Reyes Station,Marin,CA,94956,Marin,True,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
177,611,Drakes Estero,Drakes Estero,38.082800000000000,-122.932800000000000,,Point Reyes Station,Marin,CA,94956,Marin,True,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
178,592,Dunes Beach,Dunes Beach,37.483304000000000,-122.453400000000000,,Half Moon Bay,San Mateo,CA,94019,San Mateo,True,2021-04-02T00:00:00.000Z,A+,D,A,B,D,2018,2021-04-02T00:00:00.000Z
179,76,East Beach at Mission Creek,East Beach,34.412306000000000,-119.685417000000000,,Santa Barbara,Santa Barbara,CA,93103,Santa Barbara,True,2021-04-02T00:00:00.000Z,A,ns,A,F,B,2018,2021-04-02T00:00:00.000Z
180,77,East Beach at Sycamore Creek,East Beach,34.416224000000000,-119.666549000000000,,Santa Barbara,Santa Barbara,CA,93103,Santa Barbara,True,2021-04-02T00:00:00.000Z,A+,ns,A+,D,A,2018,2021-04-02T00:00:00.000Z
181,70,El Capitan State Beach at Canada del Capitan,El Capitan State Beach,34.457972000000000,-120.021861000000000,,Los Olivos,Santa Barbara,CA,93441,Santa Barbara,True,2021-04-02T00:00:00.000Z,A+,ns,A+,C,C,2018,2021-04-02T00:00:00.000Z
182,593,"El Pescador State Beach, between Lachusa and Los Aliso creeks",El Pescador State Beach,34.039487000000000,-118.896892000000000,,Malibu,Los Angeles -- LA City,CA,90265,Los Angeles -- LA City,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
183,208,Emerald Bay- mid-cove,Emerald Bay Beach,33.550872000000000,-117.808389000000000,,Laguna Niguel,Orange,CA,92651,Orange,True,2021-02-12T00:00:00.000Z,A+,ns,,,,,2021-02-12T00:00:00.000Z
184,93,Emma Wood State Beach- South of Drain,Emma Wood State Beach,34.290996000000000,-119.338068000000000,,San Buenaventura,Ventura,CA,93001,Ventura,True,2021-04-02T00:00:00.000Z,A+,A+,A+,A,C,2018,2021-04-02T00:00:00.000Z
185,996,Encinal Beach Mid,Alameda Point,37.769078000000000,-122.291379000000000,,,Alameda,CA,,Alameda,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
186,634,Encinal Beach north,Alameda Point,37.769400000000000,-122.291370000000000,,Alameda,Alameda,CA,94501,Alameda,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
187,635,Encinal Beach south,Alameda Point,37.768860000000000,-122.291370000000000,,Alameda,Alameda,CA,94501,Alameda,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
188,594,Encinal Canyon at El Matador State Beach,El Matado State Beach,34.036640000000000,-118.870537000000000,,Malibu,Los Angeles -- LA City,CA,90265,Los Angeles -- LA City,True,2020-03-27T00:00:00.000Z,A+,A+,A+,A+,A+,2018,2020-03-27T00:00:00.000Z
189,290,"Encinitas, Moonlight Beach (Cottonwood Creek outlet)",Encinitas,33.048049000000000,-117.298693000000000,,Encinitas,San Diego,CA,92024,San Diego,True,2021-04-02T00:00:00.000Z,A+,A+,A,A+,ns,2018,2021-04-02T00:00:00.000Z
190,293,"Encinitas, San Elijo State Park (proj. of Liverpool Dr.)",Encinitas,33.019055,-117.2842,,Cardiff By The S,San Diego -- San Elijo,CA,92007,San Diego -- San Elijo,True,2021-03-19T00:00:00.000Z,A,A+,A+,A+,A+,2018,2021-03-19T00:00:00.000Z
191,607,"Encinitas, San Elijo State Park, Pipes surf break",Encinitas,33.024427000000000,-117.286615000000000,,Cardiff By The S,San Diego,CA,92007,San Diego,True,2021-03-19T00:00:00.000Z,A+,A+,A+,A+,ns,2018,2021-03-19T00:00:00.000Z
192,291,"Encinitas, Swami's Beach (Seacliff Park)",Encinitas,33.034314000000000,-117.292326000000000,,Encinitas,San Diego,CA,92024,San Diego,True,2021-04-02T00:00:00.000Z,A+,A+,A+,A+,ns,2018,2021-04-02T00:00:00.000Z
193,2082,"Erckenbrack Park, Foster City",Erckenbrack Park,37.56337600000,-122.26048000000,,Foster City,San Mateo,CA,94404,San Mateo,True,2021-04-02T00:00:00.000Z,D,B,,,,,2021-04-02T00:00:00.000Z
194,596,"Escondido Creek, just east of Escondido State Beach",Escondido State Beach,34.025268000000000,-118.765789000000000,,Malibu,Los Angeles -- LA City,CA,90265,Los Angeles -- LA City,True,2021-04-02T00:00:00.000Z,A+,A+,A+,A+,A+,2018,2021-04-02T00:00:00.000Z
195,89,Faria County Park Beach - stairs,Faria County Park,34.318667000000000,-119.390778000000000,,San Buenaventura,Ventura,CA,93001,Ventura,True,2021-04-02T00:00:00.000Z,A+,A+,,,,,2021-04-02T00:00:00.000Z
196,466,Fitzgerald Marine Reserve at San Vicente Creek,Fitzgerald Marine Reserve,37.524251000000000,-122.517974000000000,,Moss Beach,San Mateo,CA,94038,San Mateo,True,2020-03-27T00:00:00.000Z,A+,A+,C,F,F,2018,2020-03-27T00:00:00.000Z
197,505,"Fort Funston, opposite Lake Merced overflow structure",Fort Funston,37.715250000000000,-122.504683333000000,,San Francisco,San Francisco,CA,94132,San Francisco,True,2021-02-05T00:00:00.000Z,ns,A+,ns,F,ns,2018,2021-02-05T00:00:00.000Z
198,474,Francis Beach at the foot of the steps,Francis Beach,37.467207000000000,-122.446915000000000,,Half Moon Bay,San Mateo,CA,94019,San Mateo,True,2021-04-02T00:00:00.000Z,A+,C,B,A,C,2018,2021-04-02T00:00:00.000Z
199,65,Gaviota State Beach at Canada de las Cruces,Gaviota State Beach,34.470780000000000,-120.225392000000000,,Los Alamos,Santa Barbara,CA,93440,Santa Barbara,True,2021-04-02T00:00:00.000Z,A+,ns,A,D,A,2018,2021-04-02T00:00:00.000Z
200,479,Gazos Beach at Gazos Creek,Gazos Beach,37.165080000000000,-122.363199000000000,,Pescadero,San Mateo,CA,94060,San Mateo,True,2021-04-02T00:00:00.000Z,A+,F,B,B,C,2018,2021-04-02T00:00:00.000Z
201,483,Goat Rock State Park Beach,Goat Rock State Park Beach,38.440741937000000,-123.125474992000000,,Jenner,Sonoma,CA,95450,Sonoma,True,2020-11-06T00:00:00.000Z,A+,ns,A+,A+,ns,2018,2020-11-06T00:00:00.000Z
202,551,Golden Hinde,,118.000000000000000,3.000000000000000,,,Marin,CA,,Marin,False,,,,,,,,
203,72,Goleta Beach- 200 yds east of pier,Goleta Beach,34.416405000000000,-119.826918000000000,,Goleta,Santa Barbara,CA,93117,Santa Barbara,True,2021-04-02T00:00:00.000Z,A+,ns,A,F,F,2018,2021-04-02T00:00:00.000Z
204,518,Gray Whale Cove,Gray Whale Cove,37.564438000000000,-122.514268000000000,,Moss Beach,San Mateo,CA,94038,San Mateo,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
205,66,Guadalupe Dunes,Guadalupe Dunes,34.966372000000000,-120.651380000000000,,Guadalupe,Santa Barbara,CA,93434,Santa Barbara,True,2021-04-02T00:00:00.000Z,A+,A+,A+,A+,ns,2018,2021-04-02T00:00:00.000Z
206,480,Gualala Regional Park Beach,Gualala Regional Park Beach,38.762217245000000,-123.531647632000000,,Gualala,Sonoma,CA,95445,Sonoma,True,2020-11-06T00:00:00.000Z,A+,ns,A+,A+,ns,2018,2020-11-06T00:00:00.000Z
207,78,Hammond's Beach at Montecito Creek,Hammond’s Beach,34.416917000000000,-119.634250000000000,,Montecito,Santa Barbara,CA,93108,Santa Barbara,True,2021-04-02T00:00:00.000Z,A+,ns,,,,,2021-04-02T00:00:00.000Z
208,623,Hare Creek,Hare Creek,39.417424000000000,-123.812804000000000,,Fort Bragg,Mendocino,CA,95437,Mendocino,True,2020-11-06T00:00:00.000Z,A+,ns,A,A+,ns,2018,2020-11-06T00:00:00.000Z
209,406,Haskell's Beach,Haskell's Beach,34.431088000000000,-119.917304000000000,,Goleta,Santa Barbara,CA,93117,Santa Barbara,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
210,522,"Hazard Canyon, Montana de Oro State Park",Montana de Oro State Park,35.289330560000000,-120.883252800000000,,Los Osos,San Luis Obispo,CA,93402,San Luis Obispo,True,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
211,1070,"Hearst Memorial State Beach, 100 yards west of the pier at creek outfall ",Hearst Memorial State Beach,35.642880000000000,-121.188970000000000,,San Simeon,San Luis Obispo,CA,93452,San Luis Obispo,True,2021-04-02T00:00:00.000Z,A+,A+,,,,,2021-04-02T00:00:00.000Z
212,583,Hearst State Beach east of pier,Hearst State Beach,35.642950402000000,-121.187299000000000,,San Simeon,San Luis Obispo,CA,93452,San Luis Obispo,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
213,582,Hearst State Beach west of pier,Hearst State Beach,35.643013715000000,-121.188309000000000,,,San Luis Obispo,CA,,San Luis Obispo,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
214,546,Heart's Desire,Heart's Desire,38.132600000000000,-122.893400000000000,,Point Reyes Station,Marin,CA,94956,Marin,True,2020-11-06T00:00:00.000Z,A,ns,A,A,ns,2018,2020-11-06T00:00:00.000Z
215,46,Hermosa Beach Pier- 50 yards south,Hermosa Beach,33.861200000000000,-118.402974000000000,,Hermosa Beach,Los Angeles -- Redondo,CA,90254,Los Angeles -- Redondo,True,2021-04-02T00:00:00.000Z,A+,A+,,,,,2021-04-02T00:00:00.000Z
216,45,Hermosa Beach- projection of 26th St.,Hermosa Beach,33.871366000000000,-118.407258000000000,,Hermosa Beach,Los Angeles,CA,90254,Los Angeles,True,2021-04-02T00:00:00.000Z,A+,A+,,,,,2021-04-02T00:00:00.000Z
217,47,Herondo Street storm drain - in front of drain,Hermosa Beach,33.851911000000000,-118.399707000000000,,Redondo Beach,Los Angeles,CA,90277,Los Angeles,True,2021-04-02T00:00:00.000Z,A+,C,,,,,2021-04-02T00:00:00.000Z
218,448,Hidden Beach,Hidden Beach,36.956925000000000,-121.889050000000000,,Aptos,Santa Cruz,CA,95003,Santa Cruz,True,2020-04-24T00:00:00.000Z,ns,A+,ns,A+,ns,2018,2020-04-24T00:00:00.000Z
219,117,Hobie Beach- Channel Islands Harbor,C.I.Harbor-Hobie Beach,34.160875000000000,-119.222029000000000,,Port Hueneme Cbc,Ventura,CA,93043,Ventura,True,2021-04-02T00:00:00.000Z,A+,A+,A,B,A+,2018,2021-04-02T00:00:00.000Z
220,87,Hobson County Park Beach- Stairs,Hobson County Park,34.337613000000000,-119.411859000000000,,San Buenaventura,Ventura,CA,93001,Ventura,True,2020-11-06T00:00:00.000Z,A+,ns,A+,A+,ns,2018,2020-11-06T00:00:00.000Z
221,115,Hollywood Beach - La Crescenta Street,Hollywood Beach,34.168523000000000,-119.233244000000000,,Oxnard,Ventura,CA,93035,Ventura,True,2020-07-17T00:00:00.000Z,A+,ns,A+,A+,ns,2018,2020-07-17T00:00:00.000Z
222,116,Hollywood Beach - Los Robles Street,Hollywood Beach,34.163098000000000,-119.230702000000000,,Oxnard,Ventura,CA,93035,Ventura,True,2021-04-02T00:00:00.000Z,A+,A+,A+,A+,A+,2018,2021-04-02T00:00:00.000Z
223,73,Hope Ranch Beach at Las Palmas Creek,Hope Ranch Beach,34.414500000000000,-119.780111000000000,,Santa Barbara,Santa Barbara,CA,93110,Santa Barbara,True,2021-04-02T00:00:00.000Z,A+,ns,A,C,B,2018,2021-04-02T00:00:00.000Z
224,145,Huntington City Beach - Bluffs at Dog Beach,Huntington City Beach,33.675650000000000,-118.028530000000000,,Huntington Beach,Orange,CA,92648,Orange,True,2021-03-26T00:00:00.000Z,A+,A+,A+,B,A,2018,2021-03-26T00:00:00.000Z
225,147,Huntington City Beach - Huntington Street,Huntington City Beach,33.651180000000000,-117.996910000000000,,Huntington Beach,Orange,CA,92648,Orange,True,2021-03-26T00:00:00.000Z,A+,A+,A+,C,A,2018,2021-03-26T00:00:00.000Z
226,146,Huntington City Beach - projection of 17th Street,Huntington City Beach,33.663642000000000,-118.013464000000000,,Huntington Beach,Orange,CA,92648,Orange,True,2021-03-26T00:00:00.000Z,A+,A+,A,F,A,2018,2021-03-26T00:00:00.000Z
227,487,"Huntington City Beach, projection of Beach Blvd.",Huntington City Beach,33.645938000000000,-117.988109000000000,,Costa Mesa,Orange,CA,92627,Orange,True,2021-03-26T00:00:00.000Z,A+,A+,A+,B,A,2018,2021-03-26T00:00:00.000Z
